선수,연도,팀,연봉(만원),WAR
이건욱,2023,SSG,"3,100",0.60
김건이,2023,SSG,"3,000",0.00
김준영,2023,SSG,"3,000",0.00
이로운,2023,SSG,"3,000",-0.15
안현서,2023,SSG,"3,000",0.00
김건웅,2023,SSG,"3,000",-0.09
류현곤,2023,SSG,"3,000",0.00
박세직,2023,SSG,"3,000",0.00
김민준,2023,SSG,"3,000",0.00
송영진,2023,SSG,"3,000",0.08
김정민,2023,SSG,"3,000",0.00
이승훈,2023,SSG,"3,000",0.00
정동윤,2023,SSG,"3,000",0.00
김주한,2023,SSG,"3,000",-0.02
조강희,2023,SSG,"3,000",0.00
이거연,2023,SSG,"3,000",0.00
박시후,2023,SSG,"3,000",0.00
양선률,2023,SSG,"3,000",0.00
이정범,2023,SSG,"3,000",-0.34
고명준,2023,SSG,"3,000",-0.02
조성훈,2023,SSG,"3,000",0.02
유호식,2023,SSG,"3,000",0.00
최수호,2023,SSG,"3,000",0.00
김규남,2023,SSG,"3,000",0.00
허민혁,2023,SSG,"3,000",0.00
서상준,2023,SSG,"3,000",-0.03
채현우,2023,SSG,"3,000",0.00
전진우,2023,SSG,"3,000",0.00
백승건,2023,SSG,"3,000",0.30
최상민,2023,SSG,"3,000",0.34
류효승,2023,SSG,"3,000",-0.09
이원준,2023,SSG,"3,000",0.00
김주온,2023,SSG,"3,000",-0.01
최유빈,2023,SSG,"3,000",0.00
강매성,2023,SSG,"3,000",0.00
윤태현,2023,SSG,"3,000",0.00
신헌민,2023,SSG,"3,000",-0.05
김도현,2023,SSG,"3,000",0.00
박상후,2023,SSG,"3,000",0.00
이기순,2023,SSG,"3,000",-0.01
켈리,2023,LG,"105,000",3.41
김현수,2023,LG,"100,000",2.19
플럿코,2023,LG,"80,000",4.58
오지환,2023,LG,"60,000",5.14
박해민,2023,LG,"60,000",4.80
고우석,2023,LG,"43,000",0.53
정우영,2023,LG,"40,000",-0.74
오스틴,2023,LG,"40,000",5.74
최원태,2023,LG,"35,000",3.20
박동원,2023,LG,"30,000",2.92
홍창기,2023,LG,"30,000",7.91
진해수,2023,LG,"25,000",-0.01
이정용,2023,LG,"24,000",0.87
김진성,2023,LG,"20,000",2.03
서건창,2023,LG,"20,000",-0.53
김민성,2023,LG,"18,000",1.92
문보경,2023,LG,"17,000",4.45
임찬규,2023,LG,"17,000",3.40
김윤식,2023,LG,"15,000",1.48
이민호,2023,LG,"14,000",-0.01
송은범,2023,LG,"14,000",0.04
최성훈,2023,LG,"13,000",-0.18
이우찬,2023,LG,"12,000",0.78
최동환,2023,LG,"10,500",0.52
허도환,2023,LG,"10,000",-0.58
함덕주,2023,LG,"10,000",2.35
문성주,2023,LG,"9,500",4.76
김유영,2023,LG,"9,500",0.00
윤호솔,2023,LG,"8,700",0.04
이재원,2023,LG,"8,500",0.15
이천웅,2023,LG,"8,000",0.14
배재준,2023,LG,"7,500",-0.02
정주현,2023,LG,"6,500",-0.81
김대현,2023,LG,"6,200",-0.08
안익훈,2023,LG,"5,100",0.12
이상영,2023,LG,"5,000",0.11
신민재,2023,LG,"4,800",1.43
손호영,2023,LG,"4,700",-0.53
백승현,2023,LG,"4,600",2.02
손주영,2023,LG,"4,100",-0.08
임정우,2023,LG,"4,000",0.00
송찬의,2023,LG,"4,000",-0.32
김영준,2023,LG,"3,800",-0.01
오석주,2023,LG,"3,700",-0.02
이지강,2023,LG,"3,600",0.17
이상규,2023,LG,"3,600",0.19
송승기,2023,LG,"3,500",0.04
김기연,2023,LG,"3,500",-0.73
김주성,2023,LG,"3,400",-0.09
조원태,2023,LG,"3,300",0.00
강효종,2023,LG,"3,300",-0.12
최승민,2023,LG,"3,300",-0.12
허준혁,2023,LG,"3,300",0.00
최민창,2023,LG,"3,300",0.00
성재헌,2023,LG,"3,200",0.00
전준호,2023,LG,"3,200",-0.04
김태형,2023,LG,"3,200",0.00
김주완,2023,LG,"3,100",0.00
이찬혁,2023,LG,"3,100",0.00
최현준,2023,LG,"3,100",0.00
성동현,2023,LG,"3,100",-0.01
유영찬,2023,LG,"3,100",1.05
김범석,2023,LG,"3,000",-0.37
송대현,2023,LG,"3,000",-0.13
박명근,2023,LG,"3,000",-0.31
이준서,2023,LG,"3,000",0.00
강민균,2023,LG,"3,000",0.00
곽민호,2023,LG,"3,000",0.00
이철민,2023,LG,"3,000",0.00
허용주,2023,LG,"3,000",0.00
권동혁,2023,LG,"3,000",0.00
임정균,2023,LG,"3,000",0.00
원상훈,2023,LG,"3,000",0.00
함창건,2023,LG,"3,000",0.00
김태우,2023,LG,"3,000",0.00
김성진,2023,LG,"3,000",0.00
김단우,2023,LG,"3,000",0.00
엄태경,2023,LG,"3,000",0.00
양진혁,2023,LG,"3,000",0.00
김성우,2023,LG,"3,000",0.00
최원영,2023,LG,"3,000",0.00
김성협,2023,LG,"3,000",0.00
김의준,2023,LG,"3,000",0.00
박민호,2023,LG,"3,000",0.00
박세웅,2023,롯데,"150,000",4.63
스트레일리,2023,롯데,"100,000",1.78
렉스,2023,롯데,"100,000",0.17
반즈,2023,롯데,"85,000",5.74
유강남,2023,롯데,"60,000",4.09
안치홍,2023,롯데,"50,000",1.99
전준우,2023,롯데,"50,000",3.79
노진혁,2023,롯데,"50,000",2.56
구드럼,2023,롯데,"40,000",0.14
정훈,2023,롯데,"30,000",0.22
김원중,2023,롯데,"25,200",1.36
윌커슨,2023,롯데,"25,000",3.03
구승민,2023,롯데,"24,860",0.90
한현희,2023,롯데,"20,000",0.95
한동희,2023,롯데,"19,260",-2.48
최준용,2023,롯데,"15,800",1.55
이인복,2023,롯데,"14,500",-0.27
김상수,2023,롯데,"11,000",1.58
나균안,2023,롯데,"10,900",3.40
서준원,2023,롯데,"9,500",0.00
김도규,2023,롯데,"9,500",0.21
심재민,2023,롯데,"8,300",1.03
안권수,2023,롯데,"8,000",1.84
지시완,2023,롯데,"7,600",0.10
고승민,2023,롯데,"7,300",0.27
이학주,2023,롯데,"7,200",0.00
황성빈,2023,롯데,"7,200",0.40
문경찬,2023,롯데,"7,200",-0.19
신정락,2023,롯데,"7,000",-0.10
박승욱,2023,롯데,"7,000",1.92
김민수,2023,롯데,"6,300",-0.23
윤명준,2023,롯데,"6,000",-0.65
정보근,2023,롯데,"5,900",1.86
김진욱,2023,롯데,"5,600",-0.07
신윤후,2023,롯데,"5,300",-0.35
정태승,2023,롯데,"5,000",0.00
차우찬,2023,롯데,"5,000",0.00
이민석,2023,롯데,"4,100",0.09
최영환,2023,롯데,"4,000",-0.28
김재유,2023,롯데,"4,000",0.00
조세진,2023,롯데,"4,000",0.00
이정훈,2023,롯데,"4,000",0.49
강태율,2023,롯데,"3,900",0.00
한태양,2023,롯데,"3,800",0.00
장두성,2023,롯데,"3,800",0.15
정성종,2023,롯데,"3,600",0.15
나원탁,2023,롯데,"3,400",-0.02
김주현,2023,롯데,"3,400",0.00
윤동희,2023,롯데,"3,300",0.88
최민재,2023,롯데,"3,300",0.00
김창훈,2023,롯데,"3,200",0.07
박진,2023,롯데,"3,200",-0.06
진승현,2023,롯데,"3,200",-0.01
박영완,2023,롯데,"3,200",0.05
김동우,2023,롯데,"3,100",0.00
손성빈,2023,롯데,"3,100",0.49
윤성빈,2023,롯데,"3,100",0.00
김세민,2023,롯데,"3,100",0.00
엄태호,2023,롯데,"3,100",0.00
홍민기,2023,롯데,"3,100",0.00
윤수녕,2023,롯데,"3,000",-0.05
박건,2023,롯데,"3,000",0.00
배인혁,2023,롯데,"3,000",0.00
김민석,2023,롯데,"3,000",-0.21
장세진,2023,롯데,"3,000",-0.04
김동혁,2023,롯데,"3,000",0.03
정재환,2023,롯데,"3,000",0.00
조경민,2023,롯데,"3,000",0.00
석상호,2023,롯데,"3,000",0.26
이태연,2023,롯데,"3,000",-0.15
국해성,2023,롯데,"3,000",-0.02
정대선,2023,롯데,"3,000",-0.38
김기준,2023,롯데,"3,000",0.00
이진하,2023,롯데,"3,000",0.18
김강현,2023,롯데,"3,000",0.06
배영빈,2023,롯데,"3,000",0.26
조준혁,2023,롯데,"3,000",0.00
서동욱,2023,롯데,"3,000",-0.12
이정우,2023,롯데,"3,000",0.00
최이준,2023,롯데,"3,000",0.02
최종은,2023,롯데,"3,000",0.00
이주찬,2023,롯데,"3,000",0.00
우강훈,2023,롯데,"3,000",-0.01
민성우,2023,롯데,"3,000",0.00
정대혁,2023,롯데,"3,000",0.00
박형준,2023,롯데,"3,000",-0.02
김태욱,2023,롯데,"3,000",0.04
김서진,2023,롯데,"3,000",0.00
현도훈,2023,롯데,"1,500",0.00
채은성,2023,한화,"180,000",2.36
최재훈,2023,한화,"80,000",3.90
오그레디,2023,한화,"70,000",-0.87
스미스,2023,한화,"70,000",0.09
이태양,2023,한화,"66,000",1.44
페냐,2023,한화,"55,000",4.20
정우람,2023,한화,"50,000",0.26
산체스,2023,한화,"40,000",2.51
장시환,2023,한화,"28,000",0.52
윌리엄스,2023,한화,"25,000",-0.81
김민우,2023,한화,"22,800",-0.46
정은원,2023,한화,"21,800",1.03
강재민,2023,한화,"15,000",-0.64
김범수,2023,한화,"14,100",0.17
박상원,2023,한화,"13,300",-0.18
노시환,2023,한화,"13,100",6.82
장민재,2023,한화,"11,500",0.05
노수광,2023,한화,"10,900",-0.12
오선진,2023,한화,"10,000",0.02
하주석,2023,한화,"10,000",-0.58
윤대경,2023,한화,"9,000",1.08
김종수,2023,한화,"8,900",0.00
김인환,2023,한화,"6,400",0.23
한승혁,2023,한화,"6,200",-0.26
김태연,2023,한화,"6,000",1.41
장진혁,2023,한화,"6,000",-0.44
주현상,2023,한화,"5,800",2.21
김재영,2023,한화,"5,300",-0.14
이민우,2023,한화,"5,100",0.16
장운호,2023,한화,"5,000",-0.08
이명기,2023,한화,"5,000",-0.29
윤산흠,2023,한화,"4,800",-0.14
이성곤,2023,한화,"4,800",-0.20
남지민,2023,한화,"4,300",-0.14
박정현,2023,한화,"4,200",-0.33
이진영,2023,한화,"3,900",3.60
최인호,2023,한화,"3,800",1.49
박상언,2023,한화,"3,600",-0.30
김기중,2023,한화,"3,600",0.67
류원석,2023,한화,"3,500",0.02
송윤준,2023,한화,"3,500",-0.04
박윤철,2023,한화,"3,400",-0.09
이도윤,2023,한화,"3,400",2.27
문동주,2023,한화,"3,300",2.96
허관회,2023,한화,"3,300",-0.27
유상빈,2023,한화,"3,300",-0.03
이원석,2023,한화,"3,300",0.25
류희운,2023,한화,"3,300",-0.06
유로결,2023,한화,"3,300",-0.45
장지승,2023,한화,"3,200",-0.06
이충호,2023,한화,"3,200",-0.10
장지수,2023,한화,"3,200",-0.05
이재용,2023,한화,"3,100",0.04
한승주,2023,한화,"3,100",0.57
원혁재,2023,한화,"3,100",0.00
박준영,2023,한화,"3,100",-0.08
이재민,2023,한화,"3,100",0.00
이승관,2023,한화,"3,100",0.00
김규연,2023,한화,"3,100",0.46
정민규,2023,한화,"3,100",0.00
김건,2023,한화,"3,100",-0.35
신지후,2023,한화,"3,100",0.00
권광민,2023,한화,"3,100",-1.03
이정재,2023,한화,"3,000",0.00
고영재,2023,한화,"3,000",0.00
이석제,2023,한화,"3,000",0.00
성지훈,2023,한화,"3,000",0.00
김석훈,2023,한화,"3,000",0.00
한경빈,2023,한화,"3,000",0.00
김예준,2023,한화,"3,000",0.00
천보웅,2023,한화,"3,000",0.00
박재규,2023,한화,"3,000",0.00
최원준,2023,한화,"3,000",0.00
송성훈,2023,한화,"3,000",0.00
한서구,2023,한화,"3,000",0.00
김해찬,2023,한화,"3,000",0.00
김관우,2023,한화,"3,000",0.00
이민준,2023,한화,"3,000",0.05
문현빈,2023,한화,"3,000",1.87
김서현,2023,한화,"3,000",-0.24
김범준,2023,한화,"3,000",0.00
오세훈,2023,한화,"3,000",0.00
이성원,2023,한화,"3,000",0.00
김민기,2023,한화,"3,000",0.00
김현우,2023,한화,"3,000",0.00
정이황,2023,한화,"3,000",0.00
이상혁,2023,한화,"3,000",-0.16
민승기,2023,한화,"3,000",0.00
안진,2023,한화,"3,000",0.00
양경모,2023,한화,"3,000",0.00
김겸재,2023,한화,"3,000",0.00
노석진,2023,한화,"3,000",0.00
박민우,2023,NC,"110,000",5.25
박건우,2023,NC,"90,000",3.92
페디,2023,NC,"80,000",7.95
마틴,2023,NC,"72,000",3.28
박세혁,2023,NC,"70,000",0.88
구창모,2023,NC,"60,000",1.70
손아섭,2023,NC,"50,000",4.62
이용찬,2023,NC,"40,000",0.72
이재학,2023,NC,"20,000",1.16
태너,2023,NC,"15,000",1.94
심창민,2023,NC,"15,000",0.06
김영규,2023,NC,"14,000",1.06
신민혁,2023,NC,"13,500",1.91
송명기,2023,NC,"13,000",0.86
김성욱,2023,NC,"10,000",0.34
권희동,2023,NC,"9,000",2.18
임정호,2023,NC,"9,000",0.18
배재환,2023,NC,"9,000",0.00
김시훈,2023,NC,"9,000",-0.10
김주원,2023,NC,"9,000",2.22
하준영,2023,NC,"7,500",0.16
류진욱,2023,NC,"7,500",2.36
최성영,2023,NC,"7,200",0.94
최정원,2023,NC,"6,600",0.47
오영수,2023,NC,"6,000",-0.04
안중열,2023,NC,"6,000",-0.83
김진호,2023,NC,"6,000",0.38
배민서,2023,NC,"5,100",-0.13
김형준,2023,NC,"5,000",0.90
이민호,2023,NC,"5,000",0.00
박석민,2023,NC,"5,000",-0.83
도태훈,2023,NC,"5,000",2.38
정진기,2023,NC,"4,700",0.00
서호철,2023,NC,"4,500",2.85
권정웅,2023,NC,"4,000",0.00
박대온,2023,NC,"4,000",0.14
윤형준,2023,NC,"4,000",0.40
한석현,2023,NC,"3,900",-0.18
채지선,2023,NC,"3,800",-0.02
이용준,2023,NC,"3,500",0.36
조민석,2023,NC,"3,500",0.13
전루건,2023,NC,"3,300",0.00
오장한,2023,NC,"3,300",-0.01
이우석,2023,NC,"3,300",0.03
한재승,2023,NC,"3,200",-0.04
오태양,2023,NC,"3,100",-0.40
김수윤,2023,NC,"3,100",-0.18
김한별,2023,NC,"3,100",-0.51
천재환,2023,NC,"3,100",0.31
하준수,2023,NC,"3,100",0.04
전사민,2023,NC,"3,100",0.01
정주영,2023,NC,"3,000",0.00
서동욱,2023,NC,"3,000",0.00
배상호,2023,NC,"3,000",0.00
김주환,2023,NC,"3,000",0.00
신성호,2023,NC,"3,000",0.00
이준호,2023,NC,"3,000",-0.18
강건준,2023,NC,"3,000",0.00
목지훈,2023,NC,"3,000",0.00
신용석,2023,NC,"3,000",0.00
신영우,2023,NC,"3,000",0.00
박한결,2023,NC,"3,000",0.29
서의태,2023,NC,"3,000",0.00
최우재,2023,NC,"3,000",0.00
김택우,2023,NC,"3,000",0.00
박찬희,2023,NC,"3,000",0.00
박주현,2023,NC,"3,000",0.00
박영빈,2023,NC,"3,000",0.13
한재환,2023,NC,"3,000",0.00
한건희,2023,NC,"3,000",0.00
김준상,2023,NC,"3,000",0.00
노시훈,2023,NC,"3,000",0.00
박주찬,2023,NC,"3,000",-0.24
정구범,2023,NC,"3,000",-0.10
임형원,2023,NC,"3,000",0.00
김범준,2023,NC,"3,000",0.00
최시혁,2023,NC,"3,000",0.00
서준교,2023,NC,"3,000",0.00
김태현,2023,NC,"3,000",0.03
이현우,2023,NC,"3,000",0.00
이주형,2023,NC,"3,000",0.00
임지민,2023,NC,"3,000",-0.02
이한,2023,NC,"3,000",0.00
김녹원,2023,NC,"3,000",0.00
이준혁,2023,NC,"3,000",0.00
박성재,2023,NC,"3,000",0.00
조현진,2023,NC,"3,000",-0.12
이인혁,2023,NC,"3,000",0.00
최보성,2023,NC,"3,000",-0.15
김재균,2023,NC,"3,000",0.00
김철호,2023,NC,"3,000",0.00
벤자민,2023,KT,"100,000",2.90
알포드,2023,KT,"100,000",4.82
황재균,2023,KT,"100,000",3.24
박병호,2023,KT,"70,000",4.15
슐서,2023,KT,"65,000",0.33
김상수,2023,KT,"50,000",2.53
장성우,2023,KT,"50,000",3.43
쿠에바스,2023,KT,"45,000",4.57
고영표,2023,KT,"43,000",5.91
김재윤,2023,KT,"36,000",2.05
배정대,2023,KT,"34,000",1.82
소형준,2023,KT,"32,000",-0.19
조용호,2023,KT,"32,000",0.03
주권,2023,KT,"29,500",0.15
강백호,2023,KT,"29,000",0.98
김민수,2023,KT,"25,000",-0.18
박경수,2023,KT,"20,000",0.38
배제성,2023,KT,"20,000",1.95
엄상백,2023,KT,"20,000",2.91
김민혁,2023,KT,"15,000",3.85
신본기,2023,KT,"13,000",0.15
오윤석,2023,KT,"12,000",0.76
김준태,2023,KT,"10,000",0.72
박시영,2023,KT,"9,800",0.00
조현우,2023,KT,"7,600",0.01
이상호,2023,KT,"7,000",-0.17
조이현,2023,KT,"6,500",-0.29
송민섭,2023,KT,"6,500",0.42
박영현,2023,KT,"6,100",1.98
이채호,2023,KT,"6,000",-0.14
김민,2023,KT,"6,000",-0.29
이호연,2023,KT,"5,700",1.14
문상철,2023,KT,"5,600",0.11
장준원,2023,KT,"5,000",0.16
손동현,2023,KT,"5,000",1.30
홍현빈,2023,KT,"4,800",0.18
김병희,2023,KT,"4,700",-0.07
하준호,2023,KT,"4,500",0.00
김태오,2023,KT,"3,500",-0.18
이정현,2023,KT,"3,500",0.00
강민성,2023,KT,"3,300",0.26
박선우,2023,KT,"3,300",0.00
이시원,2023,KT,"3,300",-0.27
조병욱,2023,KT,"3,300",0.00
문상인,2023,KT,"3,300",0.02
박세진,2023,KT,"3,300",-0.01
이상동,2023,KT,"3,200",0.55
양승혁,2023,KT,"3,200",0.00
김성훈,2023,KT,"3,200",0.00
고명성,2023,KT,"3,100",0.00
문상준,2023,KT,"3,100",-0.22
신병률,2023,KT,"3,100",0.00
이상우,2023,KT,"3,100",0.00
이종혁,2023,KT,"3,100",0.00
조대현,2023,KT,"3,100",0.00
한민우,2023,KT,"3,000",0.00
백현수,2023,KT,"3,000",0.00
이동관,2023,KT,"3,000",0.00
강건,2023,KT,"3,000",0.16
이준명,2023,KT,"3,000",0.00
정진호,2023,KT,"3,000",0.00
황의준,2023,KT,"3,000",0.00
류현인,2023,KT,"3,000",-0.43
이준희,2023,KT,"3,000",0.00
김건웅,2023,KT,"3,000",0.00
정준영,2023,KT,"3,000",0.38
김정운,2023,KT,"3,000",-0.01
손민석,2023,KT,"3,000",-0.04
정우성,2023,KT,"3,000",0.00
최정태,2023,KT,"3,000",0.00
서경찬,2023,KT,"3,000",0.00
윤강찬,2023,KT,"3,000",0.00
백선기,2023,KT,"3,000",0.00
박시윤,2023,KT,"3,000",0.00
지강혁,2023,KT,"3,000",0.00
박준혁,2023,KT,"3,000",0.00
전용주,2023,KT,"3,000",0.28
한지용,2023,KT,"3,000",0.00
강현우,2023,KT,"3,000",-0.07
이정훈,2023,KT,"3,000",0.00
박민석,2023,KT,"3,000",-0.08
이선우,2023,KT,"3,000",0.00
김병준,2023,KT,"3,000",0.00
권성준,2023,KT,"3,000",0.00
정정우,2023,KT,"3,000",0.00
최동희,2023,KT,"3,000",0.00
우종휘,2023,KT,"3,000",0.00
최성민,2023,KT,"3,000",0.00
김영현,2023,KT,"3,000",0.04
안치영,2023,KT,"3,000",0.32
요키시,2023,키움,"120,000",0.94
이정후,2023,키움,"110,000",5.18
후라도,2023,키움,"85,000",7.12
러셀,2023,키움,"55,000",1.08
이지영,2023,키움,"50,000",0.86
원종현,2023,키움,"50,000",-0.17
김혜성,2023,키움,"42,000",6.98
홍원기,2023,키움,"40,000",0.00
안우진,2023,키움,"35,000",6.86
이용규,2023,키움,"30,000",-0.43
김재웅,2023,키움,"22,000",1.25
이원석,2023,키움,"20,000",-0.99
홍성민,2023,키움,"15,000",-0.01
이승호,2023,키움,"12,800",0.09
송성문,2023,키움,"12,000",1.95
이형종,2023,키움,"12,000",-0.21
김태진,2023,키움,"12,000",0.04
임창민,2023,키움,"10,000",1.26
맥키니,2023,키움,"10,000",0.11
정찬헌,2023,키움,"10,000",1.27
김준완,2023,키움,"9,000",-0.05
양현,2023,키움,"8,500",-0.56
도슨,2023,키움,"8,500",1.75
전병우,2023,키움,"8,000",-0.05
김휘집,2023,키움,"7,400",1.12
김선기,2023,키움,"7,300",-0.48
문성현,2023,키움,"7,000",-0.02
이영준,2023,키움,"7,000",-0.10
김재현,2023,키움,"6,500",-0.55
김동혁,2023,키움,"6,500",-0.46
하영민,2023,키움,"6,500",-0.44
김웅빈,2023,키움,"6,000",-0.64
임병욱,2023,키움,"5,800",0.44
김주형,2023,키움,"5,500",-0.73
박준태,2023,키움,"5,000",-0.20
임지열,2023,키움,"5,000",0.45
신준우,2023,키움,"4,800",-0.40
이명종,2023,키움,"4,500",0.14
박승주,2023,키움,"4,500",-0.04
윤정현,2023,키움,"4,500",0.13
김성진,2023,키움,"4,500",0.84
김수환,2023,키움,"4,500",-0.13
김준형,2023,키움,"4,200",0.00
박찬혁,2023,키움,"4,200",-0.45
변시원,2023,키움,"4,000",-0.14
박주홍,2023,키움,"4,000",-0.71
예진원,2023,키움,"3,900",-0.42
이주형,2023,키움,"3,700",0.00
박주성,2023,키움,"3,700",0.00
이병규,2023,키움,"3,500",-0.04
김정인,2023,키움,"3,500",0.00
조영건,2023,키움,"3,400",0.42
이주형,2023,키움,"3,300",2.55
김병휘,2023,키움,"3,200",-0.26
이강준,2023,키움,"3,200",0.00
장재영,2023,키움,"3,200",0.85
김시앙,2023,키움,"3,100",-0.37
송정인,2023,키움,"3,100",0.00
주승우,2023,키움,"3,100",-0.18
노운현,2023,키움,"3,100",0.00
이종민,2023,키움,"3,100",-0.27
주성원,2023,키움,"3,100",-0.47
오윤성,2023,키움,"3,000",0.00
박주현,2023,키움,"3,000",0.00
김건희,2023,키움,"3,000",-0.24
양지율,2023,키움,"3,000",-0.02
김동규,2023,키움,"3,000",-0.17
서유신,2023,키움,"3,000",0.00
안겸,2023,키움,"3,000",0.00
변헌성,2023,키움,"3,000",0.00
이호열,2023,키움,"3,000",0.00
박성빈,2023,키움,"3,000",0.00
우승원,2023,키움,"3,000",0.00
송재선,2023,키움,"3,000",-0.09
이승원,2023,키움,"3,000",-0.17
박윤성,2023,키움,"3,000",0.00
오상원,2023,키움,"3,000",-0.09
김동헌,2023,키움,"3,000",0.48
김동욱,2023,키움,"3,000",0.00
김신회,2023,키움,"3,000",0.00
정현민,2023,키움,"3,000",0.00
박준형,2023,키움,"3,000",0.00
이세호,2023,키움,"3,000",0.00
김리안,2023,키움,"3,000",0.00
주승빈,2023,키움,"3,000",0.00
윤석원,2023,키움,"3,000",-0.19
박수종,2023,키움,"3,000",1.45
정연제,2023,키움,"3,000",0.00
양경식,2023,키움,"3,000",0.00
이재홍,2023,키움,"3,000",0.00
최형우,2024,KIA,"100,000",1.99
나성범,2024,KIA,"80,000",1.53
김태군,2024,KIA,"70,000",1.10
크로우,2024,KIA,"60,000",1.22
김선빈,2024,KIA,"60,000",1.07
양현종,2024,KIA,"50,000",4.61
소크라테스,2024,KIA,"50,000",3.40
네일,2024,KIA,"35,000",4.38
알드레드,2024,KIA,"30,000",1.38
박찬호,2024,KIA,"30,000",2.60
라우어,2024,KIA,"30,000",0.16
임기영,2024,KIA,"25,000",0.09
최원준,2024,KIA,"22,000",2.56
정해영,2024,KIA,"20,000",2.08
이의리,2024,KIA,"17,000",0.07
전상현,2024,KIA,"17,000",1.10
장현식,2024,KIA,"16,000",1.31
고종욱,2024,KIA,"15,000",0.16
이준영,2024,KIA,"14,000",0.27
이우성,2024,KIA,"13,000",0.44
이창진,2024,KIA,"12,000",0.90
김대유,2024,KIA,"11,000",-0.26
김도영,2024,KIA,"10,000",7.77
최지민,2024,KIA,"10,000",0.22
윤영철,2024,KIA,"9,000",1.73
김호령,2024,KIA,"9,000",0.29
박준표,2024,KIA,"8,000",-0.11
황대인,2024,KIA,"8,000",-0.02
이형범,2024,KIA,"7,000",0.05
윤중현,2024,KIA,"6,500",-0.34
한승택,2024,KIA,"6,500",-0.11
변우혁,2024,KIA,"6,000",0.43
김규성,2024,KIA,"5,500",-0.03
서건창,2024,KIA,"5,000",1.08
한준수,2024,KIA,"5,000",1.73
김현수,2024,KIA,"4,500",-0.12
주효상,2024,KIA,"4,400",0.00
최정용,2024,KIA,"4,300",0.00
김유신,2024,KIA,"4,200",0.00
김승현,2024,KIA,"4,100",0.05
김석환,2024,KIA,"4,000",0.00
김기훈,2024,KIA,"4,000",0.13
김건국,2024,KIA,"4,000",-0.25
예진원,2024,KIA,"4,000",-0.56
곽도규,2024,KIA,"4,000",0.79
박정우,2024,KIA,"3,800",0.02
유승철,2024,KIA,"3,600",-0.01
박민,2024,KIA,"3,500",0.05
홍종표,2024,KIA,"3,500",0.34
황동하,2024,KIA,"3,500",1.75
장민기,2024,KIA,"3,500",0.00
김도현,2024,KIA,"3,500",0.28
김사윤,2024,KIA,"3,400",-0.14
오선우,2024,KIA,"3,300",0.00
권혁경,2024,KIA,"3,200",0.00
임석진,2024,KIA,"3,200",0.00
정해원,2024,KIA,"3,100",0.00
고명성,2024,KIA,"3,100",0.00
박건우,2024,KIA,"3,100",0.00
최수빈,2024,KIA,"3,100",0.00
유지성,2024,KIA,"3,100",0.00
박시온,2024,KIA,"3,000",0.00
강민제,2024,KIA,"3,000",0.00
김민재,2024,KIA,"3,000",-0.04
김민주,2024,KIA,"3,000",0.00
최지웅,2024,KIA,"3,000",0.00
강동훈,2024,KIA,"3,000",0.00
김태윤,2024,KIA,"3,000",0.00
이상준,2024,KIA,"3,000",0.00
조대현,2024,KIA,"3,000",0.00
성영탁,2024,KIA,"3,000",0.00
김두현,2024,KIA,"3,000",-0.19
강이준,2024,KIA,"3,000",0.00
김민수,2024,KIA,"3,000",0.00
이성주,2024,KIA,"3,000",0.00
김찬민,2024,KIA,"3,000",0.00
윤도현,2024,KIA,"3,000",0.00
홍원빈,2024,KIA,"3,000",0.00
이영재,2024,KIA,"3,000",0.00
장시현,2024,KIA,"3,000",0.00
오규석,2024,KIA,"3,000",0.00
장재혁,2024,KIA,"3,000",0.06
김원경,2024,KIA,"3,000",0.00
오정환,2024,KIA,"3,000",0.00
김재현,2024,KIA,"3,000",0.00
김도월,2024,KIA,"3,000",0.00
이도현,2024,KIA,"3,000",0.00
이송찬,2024,KIA,"3,000",0.00
박상준,2024,KIA,"3,000",0.00
구자욱,2024,삼성,"200,000",4.31
맥키넌,2024,삼성,"90,000",1.15
코너,2024,삼성,"80,000",3.55
박병호,2024,삼성,"70,000",0.15
레예스,2024,삼성,"50,000",3.66
원태인,2024,삼성,"43,000",4.26
백정현,2024,삼성,"40,000",1.59
오승환,2024,삼성,"40,000",0.26
김재윤,2024,삼성,"40,000",0.56
강민호,2024,삼성,"40,000",3.31
카데나스,2024,삼성,"32,700",0.00
임창민,2024,삼성,"20,000",1.03
류지혁,2024,삼성,"20,000",0.36
김태훈,2024,삼성,"17,000",0.61
이승현,2024,삼성,"17,000",0.53
김지찬,2024,삼성,"16,000",4.03
최채흥,2024,삼성,"15,000",0.08
이재현,2024,삼성,"14,000",2.69
김현준,2024,삼성,"14,000",0.05
최지광,2024,삼성,"14,000",1.21
김성윤,2024,삼성,"10,000",-0.12
김대우,2024,삼성,"10,000",0.10
강한울,2024,삼성,"10,000",-0.36
최성훈,2024,삼성,"10,000",0.02
양현,2024,삼성,"9,000",0.03
이재익,2024,삼성,"8,200",-0.15
김동엽,2024,삼성,"8,000",-0.24
장필준,2024,삼성,"7,000",-0.01
이승현,2024,삼성,"7,000",2.15
김재성,2024,삼성,"7,000",-0.15
김윤수,2024,삼성,"7,000",-0.06
이상민,2024,삼성,"6,500",0.47
홍정우,2024,삼성,"6,000",-0.03
전병우,2024,삼성,"6,000",0.04
김헌곤,2024,삼성,"6,000",0.89
이성규,2024,삼성,"6,000",2.37
안주형,2024,삼성,"5,200",0.05
