선수,연도,팀,연봉(만원),WAR
박준범,2021,한화,"3,000",0.00
조현진,2021,한화,"3,000",0.00
이종완,2021,한화,"3,000",0.00
배동현,2021,한화,"3,000",0.27
조은,2021,한화,"3,000",0.00
장규현,2021,한화,"3,000",-0.02
송호정,2021,한화,"3,000",-0.37
정민규,2021,한화,"3,000",-0.28
김기중,2021,한화,"3,000",0.38
이승관,2021,한화,"3,000",-0.27
이원석,2021,한화,"3,000",-1.05
김태욱,2021,한화,"3,000",0.00
강상원,2021,한화,"3,000",-0.39
권용우,2021,한화,"3,000",0.00
남지민,2021,한화,"3,000",0.02
신지후,2021,한화,"3,000",0.00
한승주,2021,한화,"3,000",0.00
윤산흠,2021,한화,"3,000",-0.03
양의지,2021,NC,"150,000",5.51
루친스키,2021,NC,"130,000",5.79
알테어,2021,NC,"110,000",5.81
나성범,2021,NC,"78,000",3.41
박석민,2021,NC,"70,000",1.23
박민우,2021,NC,"63,000",1.96
파슨스,2021,NC,"32,000",4.39
원종현,2021,NC,"30,000",0.09
모창민,2021,NC,"30,000",-0.11
이명기,2021,NC,"27,000",0.76
구창모,2021,NC,"25,000",0.00
노진혁,2021,NC,"23,000",3.09
김태군,2021,NC,"20,000",1.90
이재학,2021,NC,"20,000",1.65
김진성,2021,NC,"20,000",-0.63
권희동,2021,NC,"17,000",1.39
임창민,2021,NC,"14,000",0.43
임정호,2021,NC,"13,000",0.82
강진성,2021,NC,"12,000",-0.67
박진우,2021,NC,"11,500",0.35
문경찬,2021,NC,"11,500",0.35
송명기,2021,NC,"11,000",1.48
홍성민,2021,NC,"11,000",1.07
최금강,2021,NC,"10,000",0.02
이용찬,2021,NC,"10,000",1.38
지석훈,2021,NC,"10,000",0.00
김영규,2021,NC,"8,300",0.67
김건태,2021,NC,"8,000",-0.09
최성영,2021,NC,"7,200",0.00
이원재,2021,NC,"6,600",-0.44
김준완,2021,NC,"6,000",0.11
정범모,2021,NC,"5,000",-0.02
전민수,2021,NC,"5,000",0.07
강동연,2021,NC,"4,400",-0.16
손정욱,2021,NC,"4,400",-0.16
신민혁,2021,NC,"4,000",3.51
정진기,2021,NC,"3,500",-0.65
최정원,2021,NC,"3,300",1.27
박준영,2021,NC,"3,200",0.54
도태훈,2021,NC,"3,200",-0.35
이재율,2021,NC,"3,100",0.01
소이현,2021,NC,"3,100",-0.08
배민서,2021,NC,"3,100",0.26
윤수강,2021,NC,"3,100",0.00
한재승,2021,NC,"3,000",0.00
오장한,2021,NC,"3,000",-0.02
오태양,2021,NC,"3,000",0.04
김주원,2021,NC,"3,000",1.01
이용준,2021,NC,"3,000",-0.03
윤형준,2021,NC,"3,000",-0.18
정현,2021,NC,"3,000",0.03
김준상,2021,NC,"3,000",0.00
김정호,2021,NC,"3,000",0.00
김재중,2021,NC,"3,000",0.00
김진우,2021,NC,"3,000",0.00
조성현,2021,NC,"3,000",0.00
김철호,2021,NC,"3,000",0.00
최보성,2021,NC,"3,000",-0.21
이승헌,2021,NC,"3,000",0.01
이도현,2021,NC,"3,000",0.00
천재환,2021,NC,"3,000",0.00
김기환,2021,NC,"3,000",-0.05
최우재,2021,NC,"3,000",-0.05
김영중,2021,NC,"3,000",0.00
김진호,2021,NC,"3,000",-0.06
김태현,2021,NC,"3,000",-0.11
이재용,2021,NC,"3,000",0.00
김민수,2021,NC,"3,000",-0.13
권법수,2021,NC,"3,000",0.00
박대온,2021,NC,"3,000",-0.79
김태경,2021,NC,"3,000",0.31
임형원,2021,NC,"3,000",0.00
정구범,2021,NC,"3,000",0.00
박시원,2021,NC,"3,000",-0.02
안인산,2021,NC,"3,000",-0.03
한재환,2021,NC,"3,000",0.00
강태경,2021,NC,"3,000",0.18
노시훈,2021,NC,"3,000",0.11
박지한,2021,NC,"3,000",0.00
이종준,2021,NC,"3,000",0.00
류진욱,2021,NC,"3,000",0.86
이우석,2021,NC,"3,000",0.09
이호중,2021,NC,"3,000",0.00
최승민,2021,NC,"3,000",0.28
김범준,2021,NC,"3,000",0.00
황재균,2021,KT,"80,000",2.93
알몬테,2021,KT,"52,500",0.01
유한준,2021,KT,"50,000",1.70
쿠에바스,2021,KT,"50,000",2.52
데스파이네,2021,KT,"50,000",5.24
박경수,2021,KT,"40,000",0.48
강백호,2021,KT,"31,000",7.26
호잉,2021,KT,"30,000",1.43
주권,2021,KT,"25,000",1.22
장성우,2021,KT,"21,000",2.56
이보근,2021,KT,"20,000",-0.41
배제성,2021,KT,"17,000",3.55
김재윤,2021,KT,"17,000",2.25
심우준,2021,KT,"15,500",3.54
소형준,2021,KT,"14,000",2.10
배정대,2021,KT,"14,000",3.07
조용호,2021,KT,"13,000",-0.62
고영표,2021,KT,"12,000",5.65
전유수,2021,KT,"10,500",0.02
신본기,2021,KT,"9,200",0.61
박승욱,2021,KT,"8,000",-0.20
유원상,2021,KT,"8,000",-0.03
허도환,2021,KT,"7,500",0.55
조현우,2021,KT,"7,500",1.05
김민수,2021,KT,"7,000",0.89
안영명,2021,KT,"7,000",0.66
이홍구,2021,KT,"7,000",-0.47
박시영,2021,KT,"6,800",1.05
김민혁,2021,KT,"6,500",1.35
김준태,2021,KT,"6,500",0.91
심재민,2021,KT,"6,300",1.13
문상철,2021,KT,"6,000",0.11
오윤석,2021,KT,"6,000",1.87
하준호,2021,KT,"6,000",-0.07
송민섭,2021,KT,"5,700",1.20
강민국,2021,KT,"5,500",0.00
엄상백,2021,KT,"5,000",1.34
이대은,2021,KT,"5,000",0.52
이창재,2021,KT,"4,700",0.59
천성호,2021,KT,"4,000",0.00
조병욱,2021,KT,"4,000",0.00
류희운,2021,KT,"3,800",0.00
안승한,2021,KT,"3,700",0.00
김태훈,2021,KT,"3,700",-0.36
김병희,2021,KT,"3,500",0.66
홍현빈,2021,KT,"3,400",-0.09
이종혁,2021,KT,"3,400",0.00
이정현,2021,KT,"3,300",-0.09
강민성,2021,KT,"3,300",0.00
정주후,2021,KT,"3,300",0.00
이상동,2021,KT,"3,200",-0.10
김성훈,2021,KT,"3,200",0.00
안현준,2021,KT,"3,200",0.00
문상인,2021,KT,"3,200",0.00
김만수,2021,KT,"3,100",0.00
김영현,2021,KT,"3,000",0.00
김도현,2021,KT,"3,000",0.00
윤세훈,2021,KT,"3,000",0.00
정주원,2021,KT,"3,000",0.00
김민서,2021,KT,"3,000",0.00
문상준,2021,KT,"3,000",0.00
김성균,2021,KT,"3,000",0.00
최성민,2021,KT,"3,000",0.00
신범준,2021,KT,"3,000",0.00
지명성,2021,KT,"3,000",0.09
한차현,2021,KT,"3,000",-0.08
권동진,2021,KT,"3,000",0.40
유준규,2021,KT,"3,000",0.00
김건형,2021,KT,"3,000",-0.20
조대현,2021,KT,"3,000",0.00
고명성,2021,KT,"3,000",-0.01
한승지,2021,KT,"3,000",0.00
강현우,2021,KT,"3,000",0.00
윤준혁,2021,KT,"3,000",0.00
박민석,2021,KT,"3,000",0.00
이선우,2021,KT,"3,000",0.00
조한욱,2021,KT,"3,000",0.00
박준호,2021,KT,"3,000",0.00
김종성,2021,KT,"2,700",0.00
전진영,2021,KT,"2,700",0.00
김대현,2021,KT,"2,700",0.00
최태성,2021,KT,"2,700",0.00
윤종휘,2021,KT,"2,700",0.00
박규민,2021,KT,"2,700",0.00
고영찬,2021,KT,"2,700",0.00
백선기,2021,KT,"2,700",0.00
박병호,2021,키움,"150,000",1.02
요키시,2021,키움,"75,000",5.58
이정후,2021,키움,"55,000",6.75
프레이타스,2021,키움,"55,000",-0.76
스미스,2021,키움,"50,000",0.00
브리검,2021,키움,"48,000",1.67
크레익,2021,키움,"37,100",-0.21
조상우,2021,키움,"33,000",0.75
이지영,2021,키움,"30,000",1.18
김상수,2021,키움,"30,000",0.62
한현희,2021,키움,"29,000",1.93
최원태,2021,키움,"29,000",1.51
박동원,2021,키움,"23,000",3.14
오주원,2021,키움,"20,000",-0.33
홍원기,2021,키움,"20,000",0.00
정찬헌,2021,키움,"20,000",2.13
김혜성,2021,키움,"17,000",3.83
양현,2021,키움,"12,000",-0.13
박준태,2021,키움,"11,000",-0.11
김태훈,2021,키움,"10,000",1.06
이용규,2021,키움,"10,000",3.98
이승호,2021,키움,"10,000",-0.45
안우진,2021,키움,"9,000",2.73
이영준,2021,키움,"7,500",0.00
허정협,2021,키움,"7,000",0.32
김재현,2021,키움,"7,000",-0.25
송성문,2021,키움,"6,000",1.83
전병우,2021,키움,"6,000",0.71
김성민,2021,키움,"6,000",0.47
김웅빈,2021,키움,"5,600",2.27
김선기,2021,키움,"5,300",-0.11
김재웅,2021,키움,"5,200",0.76
조성운,2021,키움,"4,500",0.00
문성현,2021,키움,"4,500",-0.01
임규빈,2021,키움,"4,500",-0.12
주효상,2021,키움,"4,300",0.00
박정음,2021,키움,"4,300",0.11
양기현,2021,키움,"4,000",0.00
조영건,2021,키움,"3,800",-0.01
김주형,2021,키움,"3,700",-0.11
윤정현,2021,키움,"3,500",0.35
박주현,2021,키움,"3,500",0.00
변상권,2021,키움,"3,500",0.77
김정후,2021,키움,"3,200",0.00
김정인,2021,키움,"3,200",-0.02
박관진,2021,키움,"3,000",-0.03
신준우,2021,키움,"3,000",-0.27
김동은,2021,키움,"3,000",0.00
박동혁,2021,키움,"3,000",0.00
정재원,2021,키움,"3,000",0.00
김현우,2021,키움,"3,000",0.00
이주형,2021,키움,"3,000",0.01
이재홍,2021,키움,"3,000",0.00
장재영,2021,키움,"3,000",-0.19
김휘집,2021,키움,"3,000",-0.54
양경식,2021,키움,"3,000",0.00
김준형,2021,키움,"3,000",0.13
김성진,2021,키움,"3,000",-0.22
김시앙,2021,키움,"3,000",0.00
정연제,2021,키움,"3,000",0.00
김수환,2021,키움,"3,000",-0.02
예진원,2021,키움,"3,000",0.35
차재용,2021,키움,"3,000",0.00
최규보,2021,키움,"3,000",0.00
이병규,2021,키움,"3,000",0.00
김은성,2021,키움,"3,000",0.11
박승주,2021,키움,"3,000",0.04
임지열,2021,키움,"3,000",-0.07
김동혁,2021,키움,"3,000",0.44
조범준,2021,키움,"3,000",0.00
김동욱,2021,키움,"3,000",-0.02
박주성,2021,키움,"3,000",-0.03
송우현,2021,키움,"3,000",1.83
이종민,2021,키움,"3,000",-0.06
김병휘,2021,키움,"3,000",0.03
이명기,2021,키움,"3,000",0.06
박준형,2021,키움,"3,000",0.00
김인범,2021,키움,"3,000",0.25
문찬종,2021,키움,"3,000",-0.14
박주홍,2021,키움,"3,000",-0.15
김신회,2021,키움,"3,000",0.00
박성우,2021,키움,"2,700",0.00
나성범,2022,KIA,"200,000",7.80
양현종,2022,KIA,"100,000",3.07
최형우,2022,KIA,"90,000",3.30
소크라테스,2022,KIA,"50,000",4.54
김선빈,2022,KIA,"45,000",3.35
놀린,2022,KIA,"35,000",4.31
박동원,2022,KIA,"31,000",4.21
파노니,2022,KIA,"30,000",2.63
로니,2022,KIA,"30,000",-0.03
장현식,2022,KIA,"20,000",0.76
정해영,2022,KIA,"17,000",1.17
나지완,2022,KIA,"15,000",-0.02
임기영,2022,KIA,"14,000",2.51
박준표,2022,KIA,"12,500",-0.28
박찬호,2022,KIA,"12,000",4.10
전상현,2022,KIA,"11,000",0.96
류지혁,2022,KIA,"10,500",2.19
홍상삼,2022,KIA,"10,000",0.00
이의리,2022,KIA,"9,000",2.32
한승택,2022,KIA,"8,500",0.24
이창진,2022,KIA,"7,000",2.47
강경학,2022,KIA,"7,000",0.00
고종욱,2022,KIA,"7,000",0.46
이준영,2022,KIA,"6,700",1.22
황대인,2022,KIA,"6,500",-0.10
윤중현,2022,KIA,"6,500",-0.07
박진태,2022,KIA,"6,000",0.00
김호령,2022,KIA,"6,000",0.22
한승혁,2022,KIA,"5,300",0.07
김규성,2022,KIA,"4,300",-0.27
고영창,2022,KIA,"4,200",0.20
이우성,2022,KIA,"4,100",0.14
김기훈,2022,KIA,"4,000",0.52
김현수,2022,KIA,"4,000",0.02
류승현,2022,KIA,"4,000",-0.03
이정훈,2022,KIA,"4,000",-0.10
유승철,2022,KIA,"4,000",-0.54
김재열,2022,KIA,"3,900",-0.33
최정용,2022,KIA,"3,800",-0.41
김유신,2022,KIA,"3,700",-0.10
서덕원,2022,KIA,"3,600",0.00
신범수,2022,KIA,"3,600",-0.04
최정민,2022,KIA,"3,600",0.00
이승재,2022,KIA,"3,600",0.08
박민,2022,KIA,"3,500",0.00
김도현,2022,KIA,"3,500",-0.12
장민기,2022,KIA,"3,500",0.00
오선우,2022,KIA,"3,500",0.00
박정우,2022,KIA,"3,500",0.03
이준형,2022,KIA,"3,500",0.00
김현준,2022,KIA,"3,400",-0.20
남하준,2022,KIA,"3,300",-0.24
권혁경,2022,KIA,"3,200",-0.02
장지수,2022,KIA,"3,200",0.14
김정빈,2022,KIA,"3,200",-0.29
김석환,2022,KIA,"3,100",-0.31
최용준,2022,KIA,"3,100",0.00
오정환,2022,KIA,"3,100",0.00
박건우,2022,KIA,"3,100",0.00
박상준,2022,KIA,"3,000",0.00
윤민석,2022,KIA,"3,000",0.00
옥준호,2022,KIA,"3,000",0.00
백도렬,2022,KIA,"3,000",0.00
황동하,2022,KIA,"3,000",0.00
한승연,2022,KIA,"3,000",0.00
신명승,2022,KIA,"3,000",0.00
손진규,2022,KIA,"3,000",0.00
이성주,2022,KIA,"3,000",0.00
김찬민,2022,KIA,"3,000",0.00
김도영,2022,KIA,"3,000",2.17
최지민,2022,KIA,"3,000",-0.14
윤도현,2022,KIA,"3,000",0.00
강병우,2022,KIA,"3,000",0.00
박수용,2022,KIA,"3,000",0.00
임석진,2022,KIA,"3,000",-0.06
강이준,2022,KIA,"3,000",0.00
송후섭,2022,KIA,"3,000",-0.01
김선우,2022,KIA,"3,000",0.04
이준범,2022,KIA,"3,000",0.00
이영재,2022,KIA,"3,000",0.00
김민수,2022,KIA,"3,000",0.00
김창용,2022,KIA,"3,000",0.00
나용기,2022,KIA,"3,000",0.00
김양수,2022,KIA,"3,000",0.00
이인한,2022,KIA,"3,000",0.00
장재혁,2022,KIA,"3,000",0.00
구자욱,2022,삼성,"250,000",0.91
오승환,2022,삼성,"160,000",1.41
뷰캐넌,2022,삼성,"110,000",5.75
백정현,2022,삼성,"80,000",1.75
수아레즈,2022,삼성,"70,000",6.65
오재일,2022,삼성,"60,000",2.42
피렐라,2022,삼성,"60,000",6.23
강민호,2022,삼성,"60,000",0.51
원태인,2022,삼성,"30,000",4.67
이원석,2022,삼성,"30,000",1.69
김상수,2022,삼성,"25,000",-0.13
김태군,2022,삼성,"20,000",0.91
우규민,2022,삼성,"20,000",0.54
김헌곤,2022,삼성,"18,000",-2.35
김동엽,2022,삼성,"15,000",-0.42
김대우,2022,삼성,"12,000",0.15
장필준,2022,삼성,"12,000",0.04
김지찬,2022,삼성,"11,000",3.79
이승현,2022,삼성,"10,000",0.59
강한울,2022,삼성,"10,000",1.87
오선진,2022,삼성,"7,000",0.52
김호재,2022,삼성,"7,000",-0.42
김윤수,2022,삼성,"6,500",0.15
최영진,2022,삼성,"6,500",-0.14
김민수,2022,삼성,"6,200",0.00
노성호,2022,삼성,"5,800",-0.01
박승규,2022,삼성,"5,700",0.43
이상민,2022,삼성,"5,500",0.01
김승현,2022,삼성,"5,500",-0.14
이승현,2022,삼성,"5,500",0.41
홍정우,2022,삼성,"5,300",0.61
이성규,2022,삼성,"5,000",-0.19
송준석,2022,삼성,"4,700",-0.69
양창섭,2022,삼성,"4,700",-0.10
허윤동,2022,삼성,"4,700",0.23
최충연,2022,삼성,"4,500",0.11
김재성,2022,삼성,"4,500",1.17
문용익,2022,삼성,"4,500",0.40
이승민,2022,삼성,"4,100",0.20
이재희,2022,삼성,"4,000",0.00
공민규,2022,삼성,"4,000",0.06
임대한,2022,삼성,"4,000",-0.11
김성표,2022,삼성,"3,800",-0.41
김성윤,2022,삼성,"3,800",-0.29
이재익,2022,삼성,"3,700",-0.01
이태훈,2022,삼성,"3,500",-0.07
안주형,2022,삼성,"3,300",0.16
이수민,2022,삼성,"3,300",0.02
박세웅,2022,삼성,"3,300",0.01
김현준,2022,삼성,"3,300",2.53
박주혁,2022,삼성,"3,300",0.14
구준범,2022,삼성,"3,200",0.00
김동진,2022,삼성,"3,100",-0.07
황동재,2022,삼성,"3,100",-0.21
이재현,2022,삼성,"3,000",0.06
김영웅,2022,삼성,"3,000",0.00
김재혁,2022,삼성,"3,000",0.33
차동영,2022,삼성,"3,000",0.00
신정환,2022,삼성,"3,000",0.00
김서준,2022,삼성,"3,000",-0.04
조민성,2022,삼성,"3,000",0.07
강도훈,2022,삼성,"3,000",0.00
김상민,2022,삼성,"3,000",0.00
장재혁,2022,삼성,"3,000",0.00
윤정훈,2022,삼성,"3,000",0.00
윤정빈,2022,삼성,"3,000",0.00
최하늘,2022,삼성,"3,000",0.33
이병헌,2022,삼성,"3,000",0.17
이해승,2022,삼성,"3,000",-0.19
박정준,2022,삼성,"3,000",-0.06
홍무원,2022,삼성,"3,000",0.00
주한울,2022,삼성,"3,000",0.00
미란다,2022,두산,"160,000",-0.11
김재환,2022,두산,"150,000",2.75
허경민,2022,두산,"120,000",2.08
페르난데스,2022,두산,"60,000",0.48
정수빈,2022,두산,"60,000",1.97
김재호,2022,두산,"50,000",0.57
스탁,2022,두산,"40,000",2.68
양석환,2022,두산,"39,000",1.16
최원준,2022,두산,"34,000",3.43
오재원,2022,두산,"30,000",-0.48
박세혁,2022,두산,"30,000",2.32
홍건희,2022,두산,"25,000",0.36
김강률,2022,두산,"22,500",-0.33
이영하,2022,두산,"16,000",0.51
브랜든,2022,두산,"15,000",1.62
박치국,2022,두산,"14,500",0.13
박계범,2022,두산,"14,500",0.34
김인태,2022,두산,"14,000",1.88
윤명준,2022,두산,"14,000",-0.54
강진성,2022,두산,"13,000",-0.16
임창민,2022,두산,"12,000",-0.31
강승호,2022,두산,"11,500",3.56
이승진,2022,두산,"11,000",-0.24
이현승,2022,두산,"10,000",-0.31
김명신,2022,두산,"10,000",0.93
조수행,2022,두산,"8,500",-0.31
이형범,2022,두산,"8,100",-0.02
장승현,2022,두산,"7,800",-0.27
곽빈,2022,두산,"6,500",3.53
최용제,2022,두산,"6,500",0.05
이유찬,2022,두산,"6,000",-0.20
김지용,2022,두산,"6,000",-0.11
안재석,2022,두산,"5,800",1.24
박정수,2022,두산,"5,000",0.26
장원준,2022,두산,"5,000",-0.09
안권수,2022,두산,"4,800",1.11
박소준,2022,두산,"4,500",0.00
윤수호,2022,두산,"4,000",0.00
신성현,2022,두산,"4,000",-0.05
권휘,2022,두산,"3,700",-0.03
안승한,2022,두산,"3,700",0.43
최승용,2022,두산,"3,500",0.92
남호,2022,두산,"3,500",0.00
이교훈,2022,두산,"3,300",0.00
권민석,2022,두산,"3,300",-0.06
서예일,2022,두산,"3,300",-0.32
박웅,2022,두산,"3,300",0.09
유재유,2022,두산,"3,200",0.00
김민혁,2022,두산,"3,200",0.01
문대원,2022,두산,"3,200",0.00
현도훈,2022,두산,"3,200",0.00
전민재,2022,두산,"3,200",0.22
김도윤,2022,두산,"3,100",0.00
최세창,2022,두산,"3,100",0.00
오명진,2022,두산,"3,100",0.00
박성재,2022,두산,"3,100",0.00
박신지,2022,두산,"3,100",-0.46
강산,2022,두산,"3,000",0.00
김시완,2022,두산,"3,000",0.00
임준형,2022,두산,"3,000",0.00
이원재,2022,두산,"3,000",0.00
김동준,2022,두산,"3,000",0.00
이병헌,2022,두산,"3,000",0.09
강동형,2022,두산,"3,000",0.00
정유석,2022,두산,"3,000",0.00
윤태호,2022,두산,"3,000",0.00
전희범,2022,두산,"3,000",0.00
신민철,2022,두산,"3,000",0.00
이민석,2022,두산,"3,000",0.00
천현재,2022,두산,"3,000",0.00
최지강,2022,두산,"3,000",-0.06
김대한,2022,두산,"3,000",0.60
전창민,2022,두산,"3,000",-0.27
송승환,2022,두산,"3,000",-0.30
김태근,2022,두산,"3,000",0.02
홍성호,2022,두산,"3,000",-0.35
신창희,2022,두산,"3,000",0.00
황경태,2022,두산,"3,000",0.00
박유연,2022,두산,"3,000",-0.16
정철원,2022,두산,"3,000",1.68
강현구,2022,두산,"3,000",-0.09
김성민,2022,두산,"3,000",0.00
양찬열,2022,두산,"3,000",0.53
김동주,2022,두산,"3,000",-0.20
임태윤,2022,두산,"3,000",0.00
강원진,2022,두산,"3,000",0.00
장빈,2022,두산,"3,000",0.00
양현진,2022,두산,"3,000",0.00
김문수,2022,두산,"3,000",0.00
김광현,2022,SSG,"810,000",6.44
추신수,2022,SSG,"270,000",3.13
한유섬,2022,SSG,"240,000",4.46
박종훈,2022,SSG,"180,000",0.00
문승원,2022,SSG,"160,000",-0.16
최정,2022,SSG,"120,000",5.71
폰트,2022,SSG,"110,000",5.58
이재원,2022,SSG,"100,000",0.23
노바,2022,SSG,"75,000",-0.47
최주환,2022,SSG,"65,000",-0.39
크론,2022,SSG,"60,000",-0.06
라가레스,2022,SSG,"40,000",1.84
김상수,2022,SSG,"30,000",-0.15
김성현,2022,SSG,"20,000",0.39
서진용,2022,SSG,"18,500",0.78
모리만도,2022,SSG,"18,000",3.07
김강민,2022,SSG,"16,000",2.18
김태훈,2022,SSG,"15,000",-0.16
최지훈,2022,SSG,"15,000",6.49
박성한,2022,SSG,"14,000",6.87
김택형,2022,SSG,"12,500",0.38
박민호,2022,SSG,"12,000",-0.07
이태양,2022,SSG,"12,000",2.15
장지훈,2022,SSG,"10,500",0.10
오태곤,2022,SSG,"10,500",1.18
노경은,2022,SSG,"10,000",2.15
김민식,2022,SSG,"9,500",1.16
이흥련,2022,SSG,"9,000",-0.14
정성곤,2022,SSG,"7,500",-0.05
조이현,2022,SSG,"6,500",0.00
최민준,2022,SSG,"6,500",0.26
오원석,2022,SSG,"6,500",1.78
하재훈,2022,SSG,"5,300",0.07
이현석,2022,SSG,"5,000",-0.22
최준우,2022,SSG,"4,500",0.06
최항,2022,SSG,"4,000",-0.26
김재현,2022,SSG,"4,000",-0.30
고효준,2022,SSG,"4,000",0.11
신재영,2022,SSG,"4,000",-0.09
서동민,2022,SSG,"4,000",0.15
조요한,2022,SSG,"3,300",-0.19
안상현,2022,SSG,"3,200",0.21
오준혁,2022,SSG,"3,200",0.13
이정범,2022,SSG,"3,200",-0.03
이건욱,2022,SSG,"3,200",-0.05
전경원,2022,SSG,"3,200",-0.03
김건우,2022,SSG,"3,100",-0.08
김민재,2022,SSG,"3,100",0.00
박정빈,2022,SSG,"3,000",0.00
전영준,2022,SSG,"3,000",-0.01
임성준,2022,SSG,"3,000",0.00
김태윤,2022,SSG,"3,000",0.00
강매성,2022,SSG,"3,000",0.00
이기순,2022,SSG,"3,000",0.00
박상후,2022,SSG,"3,000",0.00
김도현,2022,SSG,"3,000",0.00
신헌민,2022,SSG,"3,000",-0.02
윤태현,2022,SSG,"3,000",-0.06
최유빈,2022,SSG,"3,000",0.00
석정우,2022,SSG,"3,000",-0.03
임근우,2022,SSG,"3,000",0.00
최상민,2022,SSG,"3,000",0.00
한두솔,2022,SSG,"3,000",-0.23
신동민,2022,SSG,"3,000",0.00
김정우,2022,SSG,"3,000",0.00
조성훈,2022,SSG,"3,000",0.00
유호식,2022,SSG,"3,000",0.00
이희재,2022,SSG,"3,000",0.00
전진우,2022,SSG,"3,000",0.00
최경모,2022,SSG,"3,000",0.50
유서준,2022,SSG,"3,000",0.00
정동윤,2022,SSG,"3,000",0.00
김주온,2022,SSG,"3,000",-0.02
조병현,2022,SSG,"3,000",0.00
조형우,2022,SSG,"3,000",-0.09
고명준,2022,SSG,"3,000",0.00
장우준,2022,SSG,"3,000",0.00
박제범,2022,SSG,"3,000",0.00
김규남,2022,SSG,"3,000",-0.24
김태우,2022,SSG,"3,000",0.00
김교람,2022,SSG,"3,000",0.00
이거연,2022,SSG,"3,000",0.00
박시후,2022,SSG,"3,000",-0.02
전의산,2022,SSG,"3,000",0.47
김현수,2022,LG,"150,000",4.81
켈리,2022,LG,"90,000",5.26
박해민,2022,LG,"60,000",6.52
루이즈,2022,LG,"60,000",-0.22
오지환,2022,LG,"60,000",6.99
플럿코,2022,LG,"50,000",5.26
홍창기,2022,LG,"32,000",4.00
차우찬,2022,LG,"30,000",0.00
진해수,2022,LG,"30,000",1.07
채은성,2022,LG,"28,000",2.06
정우영,2022,LG,"28,000",0.87
유강남,2022,LG,"27,000",3.07
고우석,2022,LG,"27,000",2.65
서건창,2022,LG,"26,000",-0.05
임찬규,2022,LG,"20,000",0.72
가르시아,2022,LG,"18,000",0.29
김민성,2022,LG,"18,000",-0.44
송은범,2022,LG,"15,000",0.32
이정용,2022,LG,"14,000",0.24
김대유,2022,LG,"12,500",1.25
함덕주,2022,LG,"12,000",0.34
이형종,2022,LG,"12,000",0.34
최성훈,2022,LG,"10,500",0.62
허도환,2022,LG,"10,000",-0.21
이천웅,2022,LG,"10,000",-0.06
김진성,2022,LG,"10,000",0.86
이민호,2022,LG,"9,800",0.30
이상호,2022,LG,"8,500",-0.13
정주현,2022,LG,"8,000",0.00
김윤식,2022,LG,"7,000",2.70
구본혁,2022,LG,"7,000",0.00
문보경,2022,LG,"6,800",4.93
최동환,2022,LG,"6,000",0.22
이영빈,2022,LG,"5,500",0.13
안익훈,2022,LG,"5,500",-0.04
이재원,2022,LG,"5,200",1.62
백승현,2022,LG,"5,000",-0.32
이우찬,2022,LG,"5,000",1.13
배재준,2022,LG,"5,000",0.81
신민재,2022,LG,"5,000",0.06
임정우,2022,LG,"5,000",0.00
문성주,2022,LG,"4,200",3.62
류원석,2022,LG,"4,000",0.00
임준형,2022,LG,"4,000",-0.31
김호은,2022,LG,"4,000",-0.05
채지선,2022,LG,"4,000",0.19
한석현,2022,LG,"3,900",-0.10
손주영,2022,LG,"3,800",0.04
이상규,2022,LG,"3,700",0.00
손호영,2022,LG,"3,500",0.34
김영준,2022,LG,"3,500",0.46
박재욱,2022,LG,"3,500",0.00
오석주,2022,LG,"3,500",0.04
강정현,2022,LG,"3,300",0.00
김주성,2022,LG,"3,300",0.00
전준호,2022,LG,"3,200",0.00
김태형,2022,LG,"3,200",0.00
한선태,2022,LG,"3,200",0.00
최민창,2022,LG,"3,200",-0.06
이찬혁,2022,LG,"3,100",0.00
조원태,2022,LG,"3,000",0.16
김주완,2022,LG,"3,000",0.05
최용하,2022,LG,"3,000",0.00
이주헌,2022,LG,"3,000",0.00
이지훈,2022,LG,"3,000",0.00
허준혁,2022,LG,"3,000",-0.08
최원영,2022,LG,"3,000",0.00
김성우,2022,LG,"3,000",0.00
문정빈,2022,LG,"3,000",0.00
양진혁,2022,LG,"3,000",0.00
엄태경,2022,LG,"3,000",0.00
이지강,2022,LG,"3,000",0.16
송찬의,2022,LG,"3,000",0.52
임지섭,2022,LG,"3,000",0.00
김기연,2022,LG,"3,000",-0.04
이동규,2022,LG,"3,000",0.00
성동현,2022,LG,"3,000",0.00
최현준,2022,LG,"3,000",0.00
조선명,2022,LG,"3,000",0.00
이강욱,2022,LG,"3,000",0.00
김성협,2022,LG,"3,000",0.00
김의준,2022,LG,"3,000",0.00
강효종,2022,LG,"3,000",0.14
조건희,2022,LG,"3,000",0.00
김형욱,2022,LG,"3,000",0.00
송승기,2022,LG,"3,000",-0.04
김지용,2022,LG,"3,000",0.00
김유민,2022,LG,"3,000",0.00
김단우,2022,LG,"3,000",0.00
안치홍,2022,롯데,"100,000",2.87
이대호,2022,롯데,"80,000",3.68
피터스,2022,롯데,"60,000",1.46
정훈,2022,롯데,"55,000",-0.04
스파크맨,2022,롯데,"50,000",1.25
전준우,2022,롯데,"50,000",1.55
반즈,2022,롯데,"46,000",5.70
스트레일리,2022,롯데,"40,000",2.44
렉스,2022,롯데,"31,370",2.94
김원중,2022,롯데,"28,000",0.63
박세웅,2022,롯데,"26,000",3.97
구승민,2022,롯데,"18,100",1.89
