순위,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,연도,현재연봉,WAR_x,예측연봉,tier,mean_ERA,park_factor,Adj_ERA,연차,QS_G,SO_G,K_BB,cFIP,pFIP,WAR_won,RA_9,salary_cluster,current_cluster,exp_QS,K%,BB%,SO/9,HR/9,NP/IP,K-BB,QS-expQS
5,브랜든,두산,3.6,11,5,3,0,0,0.625,65.0,56.0,5,24,1,40,29,26,1.23,0,0,5,0,276,1103,0.228,10,0,3,2,0,2,1,2022,15000.0,1.62,23000.0,1.0,4.14504412393272,953,109.72852916966336,8,0.4545454545454545,3.636363636363636,1.6666666666666667,3.784,4.707076923076923,1.08,4.015384615384615,2,2,2.2727272727272725,14.492753623188406,8.695652173913043,5.538461538461538,0.6923076923076923,16.96923076923077,5.797101449275363,2.7272727272727275
5,최원준,두산,3.6,30,8,13,0,0,0.381,165.0,183.0,21,37,7,113,80,66,1.33,0,0,16,0,713,2755,0.279,31,2,6,6,0,1,1,2022,34000.0,3.43,33000.0,0.0,4.14504412393272,953,109.72852916966336,6,0.5333333333333333,3.7666666666666666,3.054054054054054,3.784,4.868848484848485,1.008823529411765,4.363636363636363,3,3,8.533333333333333,15.848527349228611,5.189340813464235,6.163636363636363,1.1454545454545453,16.696969696969695,10.659186535764377,7.466666666666667
9,김명신,두산,3.62,68,3,3,0,10,0.5,79.0,0.6,75,25,3,61,33,32,1.26,0,0,0,0,333,1274,0.253,9,2,3,6,0,4,0,2022,10000.0,0.93,14500.0,4.0,4.14504412393272,953,109.1222942018752,6,0.0,0.8970588235294118,2.44,3.784,15.644759493670886,0.9300000000000002,3.759493670886076,2,1,0.0,18.31831831831832,7.5075075075075075,6.949367088607595,8.544303797468354,16.126582278481013,10.81081081081081,0.0
11,곽빈,두산,3.78,27,8,9,0,0,0.471,147.0,0.6,143,60,11,138,69,62,1.37,0,0,10,0,645,2565,0.253,30,0,7,2,1,9,1,2022,6500.0,3.53,14000.0,0.0,4.14504412393272,953,104.50336111396513,5,0.3703703703703703,5.111111111111111,2.3,3.784,16.00168707482993,5.43076923076923,4.224489795918368,1,1,3.703703703703703,21.3953488372093,9.30232558139535,8.448979591836736,8.755102040816325,17.448979591836736,12.093023255813952,6.296296296296298
15,이영하,두산,4.93,21,6,8,0,0,0.429,98.0,0.6,109,57,6,83,65,54,1.68,0,0,6,0,462,1838,0.283,14,1,7,7,1,8,0,2022,16000.0,0.51,12000.0,2.0,4.14504412393272,953,80.12630933281707,7,0.2857142857142857,3.952380952380953,1.456140350877193,3.784,18.47787755102041,0.31875,5.969387755102041,1,2,1.7142857142857142,17.965367965367964,12.337662337662337,7.622448979591837,10.010204081632653,18.755102040816325,5.627705627705627,4.285714285714286
16,최승용,두산,5.3,48,3,7,0,5,0.3,93.0,0.3,104,43,2,64,59,55,1.58,0,0,2,0,423,1763,0.278,15,4,4,0,0,1,1,2022,3500.0,0.92,6000.0,2.0,4.14504412393272,953,74.53258585109211,2,0.0416666666666666,1.3333333333333333,1.4883720930232558,3.784,18.39690322580645,2.628571428571429,5.709677419354839,0,0,0.0833333333333332,15.130023640661939,10.16548463356974,6.193548387096775,10.064516129032256,18.956989247311828,4.964539007092199,1.9166666666666667
22,박신지,두산,6.71,29,1,6,0,0,0.143,61.0,0.6,84,40,5,38,50,46,2.01,0,0,0,0,313,1199,0.326,12,1,6,4,0,4,0,2022,3100.0,-0.46,3600.0,4.0,4.14504412393272,953,58.87074590324712,5,0.0,1.3103448275862069,0.95,3.784,22.6528524590164,-1.4838709677419355,7.3770491803278695,0,0,0.0,12.140575079872203,12.779552715654951,5.606557377049181,12.39344262295082,19.65573770491803,-0.6389776357827479,0.0
4,윤산흠,한화,2.67,37,1,1,0,3,0.5,33.0,0.6,23,30,2,46,12,10,1.57,0,0,0,2,155,683,0.189,7,0,1,0,4,6,0,2022,3100.0,0.9,4800.0,3.0,4.14504412393272,995,154.4688727832605,4,0.0,1.2432432432432432,1.5333333333333334,3.784,12.965818181818182,2.903225806451613,3.272727272727273,0,0,0.0,29.677419354838708,19.35483870967742,12.545454545454547,6.272727272727273,20.696969696969695,10.322580645161288,0.0
7,장민재,한화,3.55,32,7,8,0,0,0.467,126.0,0.6,124,39,4,75,54,50,1.29,0,0,3,0,531,2117,0.259,18,2,4,5,1,3,0,2022,7600.0,3.03,11500.0,2.0,4.14504412393272,995,116.17799727642412,14,0.09375,2.34375,1.9230769230769231,3.784,16.410984126984125,3.986842105263158,3.8571428571428568,1,1,0.28125,14.124293785310735,7.344632768361582,5.357142857142857,8.857142857142856,16.8015873015873,6.779661016949153,2.71875
8,페냐,한화,3.72,13,5,4,0,0,0.556,67.0,0.6,63,30,4,72,33,28,1.37,0,0,5,0,293,1211,0.247,10,2,3,1,0,4,0,2022,40000.0,1.33,55000.0,4.0,4.14504412393272,995,110.86878772346924,14,0.3846153846153846,5.538461538461538,2.4,3.784,15.381014925373131,0.3325,4.432835820895522,3,3,1.923076923076923,24.573378839590443,10.238907849829351,9.671641791044776,8.46268656716418,18.074626865671643,14.334470989761092,3.076923076923077
12,강재민,한화,4.21,56,4,8,7,7,0.333,51.0,0.3,44,29,4,39,26,24,1.42,0,0,0,5,232,911,0.228,5,1,5,1,8,1,0,2022,15000.0,0.22,15000.0,1.0,4.14504412393272,995,97.9648195561296,3,0.0,0.6964285714285714,1.3448275862068966,3.784,15.411450980392155,0.1466666666666666,4.588235294117647,2,2,0.0,16.810344827586206,12.5,6.88235294117647,7.764705882352942,17.862745098039216,4.310344827586206,0.0
13,김민우,한화,4.36,29,6,11,0,0,0.353,163.0,143.0,16,84,8,129,82,79,1.39,1,0,13,0,711,2752,0.237,40,1,11,4,8,13,0,2022,19100.0,3.09,22800.0,0.0,4.14504412393272,995,94.59447025947377,8,0.4482758620689655,4.448275862068965,1.5357142857142858,3.784,5.170503067484662,1.6178010471204187,4.52760736196319,2,2,5.827586206896552,18.143459915611814,11.814345991561181,7.122699386503068,0.8834355828220859,16.883435582822084,6.329113924050633,7.172413793103448
14,김범수,한화,4.36,78,3,7,0,27,0.3,66.0,64.0,5,35,3,58,36,32,1.5,0,0,0,5,289,1137,0.261,13,0,5,1,5,2,0,2022,9680.0,0.55,14100.0,1.0,4.14504412393272,995,94.59447025947377,8,0.0,0.7435897435897436,1.6571428571428573,3.784,4.738545454545454,0.5681818181818182,4.909090909090908,1,1,0.0,20.069204152249135,12.110726643598616,7.909090909090909,0.6818181818181819,17.227272727272727,7.958477508650519,0.0
15,장시환,한화,4.38,64,0,5,14,9,0.0,63.0,0.6,57,33,1,67,37,31,1.41,0,0,0,5,280,1182,0.239,14,2,7,1,4,2,0,2022,21000.0,0.24,28000.0,4.0,4.14504412393272,995,94.16253203911086,16,0.0,1.046875,2.0303030303030303,3.784,15.037968253968256,0.1142857142857142,5.285714285714286,3,2,0.0,23.92857142857143,11.785714285714285,9.571428571428571,8.142857142857142,18.761904761904763,12.142857142857146,0.0
16,김종수,한화,4.4,52,3,4,1,6,0.429,45.0,39.0,5,21,2,45,30,22,1.33,0,0,0,3,197,823,0.236,15,1,4,5,1,1,1,2022,7900.0,-0.68,8900.0,3.0,4.14504412393272,995,93.73452052984216,10,0.0,0.8653846153846154,2.142857142857143,3.784,4.761777777777778,-0.8607594936708861,6.0,1,1,0.0,22.84263959390863,10.65989847715736,9.0,1.0,18.288888888888888,12.182741116751268,0.0
17,박윤철,한화,4.59,11,0,3,0,0,0.0,33.0,0.3,41,23,2,16,22,17,1.92,0,0,0,0,164,643,0.301,7,0,1,2,0,2,1,2022,3200.0,0.07,3400.0,3.0,4.14504412393272,995,89.85444233797507,4,0.0,1.4545454545454546,0.6956521739130435,3.784,21.23854545454545,0.21875,6.0,0,0,0.0,9.75609756097561,14.02439024390244,4.363636363636363,11.181818181818182,19.484848484848484,-4.26829268292683,0.0
23,이민우,한화,6.25,25,1,1,0,0,0.5,44.0,0.6,60,17,3,23,33,31,1.72,0,0,0,0,206,807,0.324,9,2,0,1,0,1,0,2022,4800.0,-0.27,5100.0,3.0,4.14504412393272,995,65.9891024530089,8,0.0,0.92,1.3529411764705883,3.784,21.829454545454546,-0.5625,6.75,0,0,0.0,11.165048543689322,8.25242718446602,4.704545454545454,12.272727272727272,18.34090909090909,2.9126213592233015,0.0
25,남지민,한화,6.37,22,2,11,0,0,0.154,89.0,109.0,9,45,3,41,68,63,1.73,0,0,3,0,418,1554,0.298,19,1,1,3,0,5,0,2022,3300.0,-0.16,4300.0,4.0,4.14504412393272,995,64.74597964384704,3,0.1363636363636363,1.8636363636363635,0.9111111111111112,3.784,5.79523595505618,-0.4848484848484848,6.876404494382022,0,0,0.4090909090909089,9.808612440191387,10.76555023923445,4.146067415730338,0.9101123595505618,17.46067415730337,-0.9569377990430628,2.5909090909090913
6,파노니,KIA,2.72,14,3,4,0,0,0.429,82.0,0.6,78,24,2,73,33,25,1.23,0,0,8,0,348,1404,0.248,6,1,7,1,0,5,0,2022,30000.0,2.63,35000.0,4.0,4.14504412393272,989,150.71502347681837,10,0.5714285714285714,5.214285714285714,3.0416666666666665,3.784,15.32058536585366,0.8766666666666667,3.6219512195121952,3,3,4.571428571428571,20.977011494252874,6.896551724137931,8.012195121951219,8.560975609756097,17.121951219512194,14.080459770114944,3.428571428571429
7,이준영,KIA,2.91,75,1,1,1,17,0.5,46.0,0.3,41,26,0,42,17,15,1.45,0,0,0,1,202,797,0.238,8,0,4,0,3,0,0,2022,6700.0,1.22,14000.0,3.0,4.14504412393272,989,140.87452366218076,8,0.0,0.56,1.6153846153846154,3.784,15.240521739130436,1.82089552238806,3.326086956521739,1,1,0.0,20.792079207920793,12.871287128712872,8.217391304347826,8.021739130434781,17.32608695652174,7.920792079207921,0.0
8,장현식,KIA,3.12,54,2,3,1,19,0.4,52.0,54.0,4,26,1,40,20,18,1.54,0,0,0,5,233,909,0.266,11,2,1,2,3,4,0,2022,20000.0,0.76,19000.0,1.0,4.14504412393272,989,131.39258456953397,10,0.0,0.7407407407407407,1.5384615384615383,3.784,4.803230769230769,0.38,3.4615384615384617,2,2,0.0,17.167381974248926,11.158798283261802,6.923076923076923,0.6923076923076923,17.48076923076923,6.008583690987123,0.0
9,전상현,KIA,3.3,50,5,5,2,16,0.5,46.0,0.3,42,16,0,53,20,17,1.25,0,0,0,3,195,712,0.244,10,0,5,2,2,2,0,2022,11000.0,0.96,13500.0,3.0,4.14504412393272,989,124.22571632028664,7,0.0,1.06,3.3125,3.784,14.392695652173911,0.8727272727272727,3.9130434782608696,1,2,0.0,27.17948717948718,8.205128205128204,10.369565217391305,8.217391304347826,15.478260869565217,18.974358974358974,0.0
10,정해영,KIA,3.38,55,3,7,32,0,0.3,56.0,54.0,3,18,0,43,21,21,1.29,0,0,0,4,238,914,0.252,12,1,4,2,1,0,0,2022,17000.0,1.17,23000.0,1.0,4.14504412393272,989,121.28546267956982,3,0.0,0.7818181818181819,2.388888888888889,3.784,3.909,0.688235294117647,3.375,2,2,0.0,18.067226890756302,7.563025210084033,6.9107142857142865,0.4821428571428571,16.321428571428573,10.504201680672269,0.0
11,양현종,KIA,3.85,30,12,7,0,0,0.632,175.0,0.3,170,50,3,141,86,75,1.25,0,0,16,0,743,2856,0.253,33,3,9,9,1,3,0,2022,100000.0,3.07,50000.0,0.0,4.14504412393272,989,106.47918541738856,16,0.5333333333333333,4.7,2.82,3.784,15.709714285714284,0.307,4.422857142857143,3,3,8.533333333333333,18.977119784656796,6.7294751009421265,7.251428571428572,8.742857142857142,16.32,12.24764468371467,7.466666666666667
12,이의리,KIA,3.86,29,10,10,0,0,0.5,154.0,128.0,18,74,9,161,79,66,1.31,0,0,12,0,671,2649,0.221,26,4,4,6,0,7,0,2022,9000.0,2.32,15000.0,0.0,4.14504412393272,989,106.2033326054264,2,0.4137931034482758,5.551724137931035,2.175675675675676,3.784,4.829454545454546,2.577777777777778,4.616883116883117,2,1,4.96551724137931,23.994038748137108,11.028315946348734,9.409090909090908,1.051948051948052,17.2012987012987,12.965722801788374,7.03448275862069
13,임기영,KIA,4.24,26,4,13,1,0,0.235,129.0,0.3,137,36,5,82,63,61,1.34,0,0,10,0,555,2083,0.273,25,1,9,4,1,2,0,2022,14000.0,2.51,15000.0,2.0,4.14504412393272,989,96.6851094002231,11,0.3846153846153846,3.1538461538461537,2.2777777777777777,3.784,17.272372093023257,1.7928571428571427,4.395348837209302,2,2,3.846153846153846,14.774774774774773,6.486486486486487,5.72093023255814,9.558139534883722,16.147286821705425,8.288288288288285,6.153846153846154
15,윤중현,KIA,5.03,47,3,1,0,5,0.75,53.0,0.6,63,14,5,27,32,30,1.43,0,0,0,1,240,878,0.294,8,0,6,1,0,1,0,2022,6500.0,-0.07,7900.0,1.0,4.14504412393272,989,81.49997293378647,5,0.0,0.574468085106383,1.9285714285714288,3.784,19.29343396226415,-0.1076923076923077,5.433962264150943,0,1,0.0,11.25,5.833333333333333,4.584905660377358,10.69811320754717,16.566037735849058,5.416666666666667,0.0
22,김재열,KIA,6.07,47,1,2,1,5,0.333,43.0,45.0,5,22,1,36,33,29,1.56,0,0,0,1,193,758,0.269,10,2,1,2,2,3,0,2022,3900.0,-0.33,6000.0,3.0,4.14504412393272,989,67.53622139323656,9,0.0,0.7659574468085106,1.6363636363636365,3.784,5.225860465116279,-0.8461538461538461,6.906976744186046,0,0,0.0,18.65284974093264,11.398963730569948,7.534883720930233,1.0465116279069768,17.627906976744185,7.253886010362693,0.0
1,김민수,KT,1.9,76,5,4,3,30,0.556,80.0,0.6,66,15,6,91,19,17,1.0,0,0,0,5,327,1213,0.221,13,1,4,4,3,6,0,2022,11500.0,2.53,25000.0,4.0,4.14504412393272,1039,226.66846551400505,8,0.0,1.1973684210526316,6.066666666666666,3.784,13.0215,2.2,2.1374999999999997,2,2,0.0,27.82874617737003,4.587155963302752,10.237499999999999,7.425,15.1625,23.241590214067276,0.0
5,벤자민,KT,2.7,17,5,4,0,0,0.556,96.0,0.6,75,24,4,77,34,29,1.02,0,0,11,0,385,1449,0.216,9,1,4,5,2,3,1,2022,23100.0,3.1,100000.0,4.0,4.14504412393272,1039,159.50743869504055,9,0.6470588235294118,4.529411764705882,3.208333333333333,3.784,13.211083333333336,1.3419913419913418,3.1875,3,3,7.11764705882353,20.0,6.233766233766234,7.21875,7.03125,15.09375,13.766233766233766,3.88235294117647
8,이채호,KT,2.95,38,5,0,0,3,1.0,36.0,0.6,28,13,6,32,13,12,1.12,0,0,0,0,156,590,0.211,11,0,3,1,2,2,0,2022,3000.0,0.45,6000.0,3.0,4.14504412393272,1039,145.9898591446134,5,0.0,0.8421052631578947,2.4615384615384617,3.784,13.700666666666669,1.5000000000000002,3.25,0,0,0.0,20.51282051282051,8.333333333333332,8.0,7.0,16.38888888888889,12.179487179487179,0.0
9,엄상백,KT,2.95,33,11,2,0,0,0.846,140.0,0.3,125,46,4,139,52,46,1.22,0,0,10,0,581,2323,0.239,24,2,1,6,0,1,0,2022,8000.0,4.13,20000.0,0.0,4.14504412393272,1039,145.9898591446134,8,0.303030303030303,4.212121212121212,3.0217391304347827,3.784,14.476857142857142,5.1625,3.342857142857143,2,1,3.03030303030303,23.924268502581754,7.917383820998279,8.935714285714287,8.035714285714286,16.59285714285714,16.006884681583475,6.969696969696971
10,소형준,KT,3.05,27,13,6,0,0,0.684,171.0,0.3,158,39,5,117,68,58,1.15,0,0,18,0,703,2499,0.243,16,6,8,2,1,6,0,2022,20000.0,4.7,32000.0,0.0,4.14504412393272,1039,141.20330638577363,3,0.6666666666666666,4.333333333333333,3.0,3.784,15.199204678362571,2.35,3.578947368421052,3,2,12.0,16.642958748221908,5.547652916073969,6.157894736842105,8.31578947368421,14.614035087719298,11.09530583214794,6.0
11,김재윤,KT,3.26,61,9,7,33,0,0.563,66.0,0.3,46,21,0,78,26,24,1.01,0,0,0,6,267,1020,0.19,6,0,3,1,6,2,1,2022,28000.0,1.73,36000.0,1.0,4.14504412393272,1039,132.1073878762606,14,0.0,1.278688524590164,3.7142857142857135,3.784,11.435515151515151,0.6178571428571428,3.5454545454545454,3,3,0.0,29.213483146067414,7.865168539325842,10.636363636363637,6.272727272727273,15.454545454545455,21.34831460674157,0.0
12,고영표,KT,3.26,28,13,8,0,0,0.619,182.0,0.3,191,23,16,156,69,66,1.17,1,1,21,0,758,2617,0.269,31,3,6,4,1,1,0,2022,30000.0,5.31,43000.0,0.0,4.14504412393272,1039,132.1073878762606,9,0.75,5.571428571428571,6.782608695652174,3.784,16.355428571428572,1.77,3.412087912087912,3,3,15.75,20.58047493403694,3.034300791556728,7.7142857142857135,9.445054945054945,14.37912087912088,17.54617414248021,5.25
13,박영현,KT,3.66,52,0,1,0,2,0.0,51.0,0.6,46,20,0,55,23,21,1.28,0,0,0,1,219,926,0.235,8,0,1,2,1,3,0,2022,3000.0,0.59,6100.0,1.0,4.14504412393272,1039,117.66942198814466,1,0.0,1.0576923076923077,2.75,3.784,14.529098039215686,1.9666666666666663,4.0588235294117645,0,0,0.0,25.11415525114155,9.1324200913242,9.705882352941176,8.117647058823529,18.15686274509804,15.981735159817351,0.0
15,주권,KT,3.91,58,3,3,1,15,0.5,50.0,0.6,58,8,0,31,22,22,1.3,0,0,0,1,203,754,0.304,7,1,3,1,0,0,0,2022,29500.0,1.01,29500.0,3.0,4.14504412393272,1039,110.14580165642188,8,0.0,0.5344827586206896,3.875,3.784,18.104,0.3423728813559322,3.96,3,3,0.0,15.270935960591133,3.9408866995073892,5.58,10.44,15.08,11.330049261083744,0.0
17,배제성,KT,4.21,24,3,9,0,0,0.25,107.0,103.0,8,46,1,89,56,50,1.39,0,0,9,0,458,1824,0.256,15,2,5,3,0,8,0,2022,27000.0,1.54,20000.0,2.0,4.14504412393272,1039,102.29693217971725,8,0.375,3.7083333333333335,1.934782608695652,3.784,4.410168224299065,0.5703703703703704,4.710280373831775,2,3,3.375,19.432314410480352,10.043668122270741,7.485981308411215,0.6728971962616822,17.046728971962615,9.38864628820961,5.625
1,김재웅,키움,2.01,65,3,2,13,27,0.6,62.0,0.6,39,29,4,56,14,14,1.09,0,0,0,2,254,1043,0.179,8,1,3,0,2,4,0,2022,10400.0,2.74,22000.0,1.0,4.14504412393272,976,201.27179427653405,6,0.0,0.8615384615384616,1.9310344827586208,3.784,11.75174193548387,2.6346153846153846,2.032258064516129,2,1,0.0,22.04724409448819,11.41732283464567,8.129032258064516,5.661290322580645,16.822580645161292,10.629921259842519,0.0
3,안우진,키움,2.11,30,15,8,0,0,0.652,196.0,131.0,4,55,4,224,51,46,0.95,1,0,24,0,766,3003,0.188,36,4,5,4,1,7,1,2022,15000.0,8.45,35000.0,0.0,4.14504412393272,976,191.73284668048976,5,0.8,7.466666666666667,4.072727272727272,3.784,2.6666530612244896,5.633333333333333,2.3418367346938775,3,2,19.200000000000003,29.242819843342037,7.180156657963447,10.285714285714285,0.18367346938775508,15.321428571428571,22.06266318537859,4.799999999999997
4,요키시,키움,2.57,30,10,8,0,0,0.556,185.0,0.3,169,33,5,154,61,53,1.09,0,0,22,0,746,2912,0.244,31,3,12,2,0,2,0,2022,90000.0,6.25,120000.0,0.0,4.14504412393272,976,157.41490525129706,13,0.7333333333333333,5.133333333333334,4.666666666666667,3.784,14.611027027027028,0.6944444444444444,2.967567567567568,3,3,16.133333333333333,20.64343163538874,4.423592493297587,7.491891891891893,8.221621621621622,15.740540540540541,16.219839142091153,5.866666666666667
6,문성현,키움,3.27,45,0,1,13,9,0.0,41.0,0.3,34,14,1,32,16,15,1.16,0,0,0,4,168,692,0.224,5,0,1,0,0,2,0,2022,3500.0,0.87,7000.0,3.0,4.14504412393272,976,123.71752492227324,13,0.0,0.7111111111111111,2.2857142857142856,3.784,14.101073170731706,2.4857142857142858,3.5121951219512195,0,0,0.0,19.047619047619047,8.333333333333332,7.024390243902439,7.463414634146341,16.878048780487806,10.714285714285715,0.0
7,하영민,키움,3.43,41,5,3,0,2,0.625,39.0,0.3,35,21,0,23,27,15,1.42,0,0,0,0,178,667,0.235,8,2,4,4,0,2,0,2022,4000.0,-0.57,6500.0,3.0,4.14504412393272,976,117.94644504251704,9,0.0,0.5609756097560976,1.0952380952380951,3.784,15.8865641025641,-1.425,6.230769230769231,0,0,0.0,12.921348314606742,11.797752808988763,5.3076923076923075,8.076923076923077,17.102564102564102,1.1235955056179794,0.0
8,이승호,키움,3.58,53,3,2,10,10,0.6,50.0,0.3,44,27,3,44,20,20,1.41,0,0,0,3,215,820,0.249,9,0,6,2,1,6,0,2022,8500.0,0.76,12800.0,3.0,4.14504412393272,976,113.00455488710428,6,0.0,0.8301886792452831,1.6296296296296295,3.784,15.264,0.8941176470588236,3.6,1,1,0.0,20.46511627906977,12.558139534883722,7.92,7.92,16.4,7.906976744186046,0.0
15,양현,키움,5.15,25,3,2,2,5,0.6,36.0,0.6,39,17,1,14,23,21,1.53,0,0,0,1,167,611,0.273,5,0,3,3,2,1,0,2022,10000.0,-0.19,8500.0,3.0,4.14504412393272,976,78.55462262055018,12,0.0,0.56,0.8235294117647058,3.784,18.58955555555556,-0.19,5.75,1,1,0.0,8.383233532934131,10.179640718562874,3.5,9.75,16.97222222222222,-1.796407185628743,0.0
15,김선기,키움,5.15,26,3,1,1,4,0.75,36.0,0.6,39,19,2,30,24,21,1.58,0,0,0,1,167,640,0.277,9,0,0,4,1,1,0,2022,6300.0,0.02,7300.0,3.0,4.14504412393272,976,78.55462262055018,14,0.0,1.1538461538461535,1.5789473684210529,3.784,17.950666666666667,0.0317460317460317,6.0,0,1,0.0,17.964071856287426,11.377245508982035,7.5,9.75,17.77777777777778,6.58682634730539,0.0
18,정찬헌,키움,5.36,20,5,6,0,0,0.455,87.0,0.3,106,28,6,42,55,52,1.53,0,0,5,0,390,1395,0.302,21,0,1,4,2,3,0,2022,28000.0,0.6,10000.0,4.0,4.14504412393272,976,75.47692285370026,15,0.25,2.1,1.5,3.784,19.82997701149425,0.2142857142857142,5.689655172413794,1,3,1.25,10.76923076923077,7.179487179487179,4.344827586206897,10.965517241379311,16.03448275862069,3.589743589743591,3.75
4,고우석,LG,1.48,61,4,2,42,0,0.667,60.0,0.6,37,21,1,80,12,10,0.96,0,0,0,2,240,970,0.173,7,1,3,1,4,5,0,2022,27000.0,2.65,43000.0,1.0,4.14504412393272,953,266.9072331153974,6,0.0,1.3114754098360657,3.809523809523809,3.784,10.234,0.9814814814814816,1.8,3,3,0.0,33.33333333333333,8.75,12.0,5.550000000000001,16.166666666666668,24.58333333333333,0.0
5,이우찬,LG,1.81,36,5,0,0,2,1.0,44.0,0.6,29,21,1,42,10,9,1.12,0,0,0,0,182,710,0.185,4,0,2,1,1,4,0,2022,5000.0,1.13,12000.0,3.0,4.14504412393272,953,218.2445884037504,12,0.0,1.1666666666666667,2.0,3.784,11.943090909090907,2.26,2.0454545454545454,1,1,0.0,23.076923076923077,11.538461538461538,8.590909090909092,5.931818181818182,16.136363636363637,11.538461538461538,0.0
11,플럿코,LG,2.39,28,15,5,0,0,0.75,162.0,125.0,13,38,2,149,53,43,1.01,0,0,18,0,644,2578,0.21,18,2,4,5,2,5,0,2022,50000.0,5.26,80000.0,0.0,4.14504412393272,953,165.28146653171052,10,0.6428571428571429,5.321428571428571,3.9210526315789473,3.784,3.728444444444445,1.052,2.9444444444444446,3,3,11.571428571428573,23.136645962732917,5.900621118012422,8.277777777777777,0.7222222222222222,15.91358024691358,17.236024844720497,6.428571428571427
12,진해수,LG,2.4,64,4,0,0,12,1.0,45.0,39.0,1,11,1,35,13,12,1.11,0,0,0,1,180,696,0.238,6,3,3,1,0,2,0,2022,30000.0,1.07,25000.0,3.0,4.14504412393272,953,164.59279375449506,18,0.0,0.546875,3.1818181818181817,3.784,3.317333333333333,0.3566666666666667,2.5999999999999996,2,3,0.0,19.444444444444446,6.111111111111111,7.0,0.2,15.466666666666667,13.333333333333336,0.0
14,켈리,LG,2.54,27,16,4,0,0,0.8,166.0,0.3,144,35,2,153,50,47,1.08,0,0,19,0,664,2515,0.232,10,4,2,4,0,3,0,2022,90000.0,5.26,105000.0,0.0,4.14504412393272,953,155.5207500042473,15,0.7037037037037037,5.666666666666667,4.371428571428571,3.784,13.886409638554216,0.5844444444444444,2.7108433734939763,3,3,13.37037037037037,23.042168674698797,5.271084337349398,8.295180722891567,7.807228915662651,15.150602409638553,17.7710843373494,5.62962962962963
15,정우영,LG,2.64,67,2,3,0,35,0.4,58.0,48.0,3,32,6,40,18,17,1.38,0,0,0,4,248,934,0.23,3,2,0,1,5,0,0,2022,28000.0,0.87,40000.0,1.0,4.14504412393272,953,149.6298125040864,4,0.0,0.5970149253731343,1.25,3.784,5.042620689655172,0.3107142857142857,2.793103448275862,3,3,0.0,16.129032258064516,12.903225806451612,6.206896551724139,0.46551724137931033,16.103448275862068,3.225806451612904,0.0
16,김진성,LG,3.1,67,6,3,0,12,0.667,58.0,44.0,6,22,1,54,21,20,1.14,0,0,0,2,236,919,0.212,6,1,3,2,3,2,0,2022,10000.0,0.86,20000.0,1.0,4.14504412393272,953,127.42667903573812,19,0.0,0.8059701492537313,2.4545454545454546,3.784,4.456413793103448,0.86,3.2586206896551726,2,1,0.0,22.88135593220339,9.322033898305085,8.379310344827585,0.9310344827586207,15.844827586206897,13.559322033898306,0.0
17,김윤식,LG,3.31,23,8,5,0,0,0.615,114.0,0.3,125,27,1,81,46,42,1.33,0,0,11,0,483,1793,0.28,22,1,6,3,2,4,0,2022,7000.0,2.7,15000.0,2.0,4.14504412393272,953,119.34220695189974,3,0.4782608695652174,3.5217391304347827,3.0,3.784,17.354175438596492,3.857142857142857,3.631578947368421,2,1,5.260869565217392,16.77018633540373,5.590062111801243,6.394736842105263,9.868421052631579,15.728070175438596,11.180124223602487,5.739130434782608
18,이정용,LG,3.34,65,4,4,1,22,0.5,59.0,0.3,53,18,2,40,26,22,1.2,0,0,0,5,250,979,0.239,12,1,4,4,3,3,0,2022,14000.0,0.24,24000.0,1.0,4.14504412393272,953,118.27027096131384,4,0.0,0.6153846153846154,2.2222222222222223,3.784,15.12298305084746,0.1714285714285714,3.9661016949152543,2,2,0.0,16.0,7.199999999999999,6.101694915254237,8.084745762711865,16.593220338983052,8.8,0.0
21,최동환,LG,4.14,47,0,1,0,0,0.0,50.0,45.0,5,17,1,30,23,23,1.24,0,0,0,0,210,792,0.239,7,1,1,3,0,3,0,2022,6000.0,0.22,10500.0,3.0,4.14504412393272,953,95.41611232144642,14,0.0,0.6382978723404256,1.7647058823529411,3.784,4.964,0.3666666666666666,4.140000000000001,1,1,0.0,14.285714285714285,8.095238095238095,5.3999999999999995,0.9,15.84,6.19047619047619,0.0
24,임찬규,LG,5.04,23,6,11,0,0,0.353,103.0,0.6,113,39,7,75,60,58,1.47,0,0,3,0,459,1692,0.281,13,3,5,6,0,3,0,2022,20000.0,0.72,17000.0,2.0,4.14504412393272,953,78.37752083547385,12,0.1304347826086956,3.260869565217391,1.9230769230769231,3.784,17.929631067961164,0.36,5.242718446601941,2,2,0.3913043478260868,16.33986928104575,8.49673202614379,6.553398058252427,9.873786407766989,16.42718446601942,7.84313725490196,2.608695652173913
2,스트레일리,롯데,2.31,11,4,2,0,0,0.667,62.0,0.3,54,22,6,55,24,16,1.22,0,0,6,0,260,1042,0.236,8,0,2,1,0,2,0,2022,40000.0,2.44,100000.0,1.0,4.14504412393272,1034,185.54007030936936,14,0.5454545454545454,5.0,2.5,3.784,14.687225806451613,0.61,3.4838709677419355,3,3,3.2727272727272725,21.153846153846153,8.461538461538462,7.983870967741935,7.838709677419355,16.806451612903224,12.692307692307692,2.7272727272727275
