순위,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,연도,현재연봉,WAR_x,예측연봉,tier,mean_ERA,park_factor,Adj_ERA,연차,QS_G,SO_G,K_BB,cFIP,pFIP,WAR_won,RA_9,salary_cluster,current_cluster,exp_QS,K%,BB%,SO/9,HR/9,NP/IP,K-BB,QS-expQS
15,백정현,삼성,5.19,11,4,4,0,0,0.5,59.0,67.0,13,17,1,46,43,34,1.42,0,0,3,0,258,1047,0.285,15,2,1,4,0,1,0,2020,28000.0,0.36,25500.0,1.0,4.756261441365127,1058,96.95808487407136,14,0.2727272727272727,4.181818181818182,2.7058823529411766,3.995,6.215338983050847,0.1285714285714285,6.5593220338983045,2,3,0.8181818181818181,17.829457364341085,6.5891472868217065,7.016949152542373,1.9830508474576272,17.74576271186441,11.240310077519378,2.1818181818181817
16,장필준,삼성,5.75,31,0,3,0,4,0.0,36.0,46.0,6,16,0,26,24,23,1.72,0,0,0,0,170,666,0.303,9,0,2,0,0,5,0,2020,21500.0,0.25,16500.0,3.0,4.756261441365127,1058,87.51521052111835,12,0.0,0.8387096774193549,1.625,3.995,6.050555555555556,0.1162790697674418,6.0,2,2,0.0,15.294117647058824,9.411764705882353,6.5,1.5,18.5,5.882352941176471,0.0
18,우규민,삼성,6.19,52,3,3,7,11,0.5,48.0,61.0,3,9,1,30,34,33,1.46,0,0,0,2,210,780,0.31,10,1,2,1,1,0,0,2020,70000.0,0.17,20000.0,3.0,4.756261441365127,1058,81.29442011250896,18,0.0,0.5769230769230769,3.333333333333333,3.995,4.1825,0.0242857142857142,6.375,2,3,0.0,14.285714285714285,4.285714285714286,5.625,0.5625,16.25,10.0,0.0
5,김강률,두산,2.09,50,3,0,21,3,1.0,51.0,0.6,54,25,1,41,15,12,1.53,0,0,0,7,230,838,0.271,7,2,2,3,4,4,0,2021,11000.0,1.81,22500.0,3.0,4.438151658767772,944,200.46005578357784,15,0.0,0.82,1.64,3.767,17.453274509803922,1.6454545454545455,2.6470588235294117,2,2,0.0,17.82608695652174,10.869565217391305,7.235294117647059,9.529411764705882,16.431372549019606,6.956521739130434,0.0
6,미란다,두산,2.33,28,14,5,0,0,0.737,173.0,0.6,135,63,1,225,49,45,1.14,1,1,21,0,709,2918,0.212,21,1,3,4,0,7,1,2021,55000.0,7.49,160000.0,0.0,4.438151658767772,944,179.81180969428226,7,0.75,8.035714285714286,3.571428571428572,3.767,12.420179190751444,1.361818181818182,2.549132947976879,3,3,15.75,31.734837799717912,8.885754583921015,11.705202312138729,7.023121387283237,16.86705202312139,22.849083215796895,5.25
8,홍건희,두산,2.78,65,6,6,3,17,0.5,74.0,0.3,65,27,0,82,23,23,1.24,0,0,0,5,303,1272,0.239,11,0,2,2,0,7,1,2021,11000.0,2.39,25000.0,4.0,4.438151658767772,944,150.7055815063589,11,0.0,1.2615384615384615,3.037037037037037,3.767,14.064297297297296,2.172727272727273,2.7972972972972974,2,2,0.0,27.062706270627064,8.91089108910891,9.972972972972974,7.905405405405405,17.18918918918919,18.151815181518153,0.0
10,최원준,두산,3.3,29,12,4,0,0,0.75,158.0,0.3,160,37,10,113,65,58,1.24,0,0,15,0,673,2677,0.26,31,4,6,4,1,0,0,2021,16000.0,4.88,34000.0,0.0,4.438151658767772,944,126.95803532959933,5,0.5172413793103449,3.896551724137931,3.054054054054054,3.767,16.393582278481013,3.05,3.7025316455696204,3,2,7.758620689655173,16.79049034175334,5.49777117384844,6.436708860759494,9.113924050632912,16.943037974683545,11.2927191679049,7.241379310344827
11,이승진,두산,3.91,47,1,4,2,13,0.2,48.0,0.3,41,31,2,28,24,21,1.49,0,0,0,0,210,834,0.238,3,0,3,2,2,2,2,2021,10000.0,1.19,11000.0,3.0,4.438151658767772,944,107.15128301475131,8,0.0,0.5957446808510638,0.9032258064516128,3.767,15.767,1.19,4.5,1,1,0.0,13.333333333333334,14.761904761904763,5.25,7.6875,17.375,-1.4285714285714288,0.0
14,곽빈,두산,4.1,21,4,7,0,0,0.364,98.0,0.6,78,79,12,96,50,45,1.59,0,0,1,0,455,1877,0.221,17,3,8,3,0,6,1,2021,3000.0,2.45,6500.0,2.0,4.438151658767772,944,102.18573575309212,4,0.0476190476190476,4.571428571428571,1.2151898734177216,3.767,14.9404693877551,8.166666666666668,4.591836734693878,0,0,0.0476190476190476,21.0989010989011,17.36263736263736,8.816326530612244,7.163265306122449,19.153061224489797,3.736263736263737,0.9523809523809524
15,김명신,두산,4.3,58,3,2,0,2,0.6,67.0,72.0,6,14,6,43,37,32,1.28,0,0,0,1,289,1092,0.279,14,3,5,6,1,1,0,2021,4500.0,0.13,10000.0,1.0,4.438151658767772,944,97.43291083434366,5,0.0,0.7413793103448276,3.071428571428572,3.767,4.5431194029850746,0.2888888888888888,4.970149253731344,1,0,0.0,14.878892733564014,4.844290657439446,5.776119402985074,0.8059701492537313,16.29850746268657,10.034602076124568,0.0
16,윤명준,두산,4.73,45,1,0,0,1,1.0,45.0,0.6,53,20,4,26,28,24,1.6,0,0,0,0,208,760,0.303,6,0,6,3,2,1,1,2021,15600.0,0.17,14000.0,3.0,4.438151658767772,944,88.57537348576695,10,0.0,0.5777777777777777,1.3,3.767,19.52255555555556,0.1089743589743589,5.6,1,2,0.0,12.5,9.615384615384617,5.199999999999999,10.6,16.88888888888889,2.8846153846153832,0.0
18,박소준,두산,5.73,22,0,4,0,0,0.0,59.0,0.6,69,29,3,33,42,38,1.64,0,0,0,0,274,1083,0.292,10,1,0,6,0,3,0,2021,3500.0,-0.08,4500.0,1.0,4.438151658767772,944,73.11719312175876,9,0.0,1.5,1.137931034482759,3.767,19.47886440677966,-0.2285714285714286,6.406779661016949,0,0,0.0,12.043795620437956,10.583941605839415,5.033898305084746,10.525423728813559,18.35593220338983,1.459854014598541,0.0
20,이영하,두산,6.29,35,5,6,1,2,0.455,78.0,0.6,81,57,1,53,58,55,1.75,0,0,1,0,364,1381,0.273,18,0,5,4,0,7,0,2021,19000.0,-0.04,16000.0,4.0,4.438151658767772,944,66.60755430646704,6,0.0285714285714285,1.5142857142857142,0.9298245614035088,3.767,18.13879487179487,-0.0210526315789473,6.6923076923076925,2,2,0.0285714285714285,14.560439560439562,15.659340659340659,6.115384615384616,9.346153846153847,17.705128205128204,-1.0989010989010968,0.9714285714285715
4,강재민,한화,2.13,58,2,1,5,13,0.667,63.0,0.3,51,26,5,55,16,15,1.22,0,0,0,6,269,1159,0.22,13,0,3,3,3,1,1,2021,7900.0,1.79,15000.0,1.0,4.438151658767772,980,204.19664908884587,2,0.0,0.9482758620689656,2.1153846153846154,3.767,14.020968253968254,2.2658227848101267,2.2857142857142856,2,1,0.0,20.44609665427509,9.66542750929368,7.857142857142858,7.285714285714286,18.396825396825395,10.780669144981411,0.0
6,킹험,한화,3.19,25,10,8,0,0,0.556,144.0,117.0,11,41,5,131,58,51,1.1,0,0,15,0,591,2356,0.219,22,0,5,5,1,4,2,2021,25000.0,4.2,70000.0,0.0,4.438151658767772,980,136.34447102170586,12,0.6,5.24,3.1951219512195124,3.767,3.898944444444445,1.6800000000000002,3.625,3,3,9.0,22.165820642978005,6.937394247038917,8.1875,0.6875,16.36111111111111,15.228426395939088,6.0
8,주현상,한화,3.58,43,2,2,0,4,0.5,50.0,0.3,46,21,1,33,21,20,1.33,0,0,0,0,218,925,0.241,6,3,3,2,2,6,0,2021,3300.0,0.67,5080.0,1.0,4.438151658767772,980,121.4913023908496,7,0.0,0.7674418604651163,1.5714285714285714,3.767,15.727,2.0303030303030303,3.78,0,0,0.0,15.137614678899084,9.63302752293578,5.94,8.280000000000001,18.5,5.5045871559633035,0.0
10,윤대경,한화,3.94,43,2,5,0,7,0.286,77.0,0.6,73,34,6,54,35,34,1.38,0,0,0,0,337,1291,0.247,13,0,2,0,2,3,0,2021,7700.0,1.39,9730.0,4.0,4.438151658767772,980,110.39057425361464,9,0.0,1.255813953488372,1.588235294117647,3.767,16.247519480519482,1.805194805194805,4.090909090909091,1,1,0.0,16.023738872403563,10.089020771513352,6.311688311688312,8.532467532467532,16.766233766233768,5.93471810089021,0.0
11,카펜터,한화,3.97,31,5,12,0,0,0.294,170.0,150.0,16,72,19,179,90,75,1.31,0,0,12,0,746,2999,0.234,21,3,8,5,0,7,1,2021,30000.0,2.79,35000.0,0.0,4.438151658767772,980,109.55638855396516,12,0.3870967741935484,5.774193548387097,2.486111111111111,3.767,4.490529411764705,0.93,4.764705882352941,3,3,4.64516129032258,23.994638069705093,9.651474530831099,9.476470588235294,0.8470588235294118,17.641176470588235,14.343163538873995,7.35483870967742
12,김민우,한화,4.0,29,14,10,0,0,0.583,155.0,0.3,131,76,7,125,71,69,1.33,0,0,11,0,662,2666,0.23,23,1,4,6,1,5,1,2021,9000.0,3.9,19100.0,0.0,4.438151658767772,980,108.73471563981042,7,0.3793103448275862,4.310344827586207,1.644736842105263,3.767,14.747645161290322,4.333333333333333,4.122580645161291,2,1,4.172413793103448,18.882175226586103,11.48036253776435,7.258064516129032,7.606451612903227,17.2,7.401812688821753,6.827586206896552
14,윤호솔,한화,4.62,55,3,0,0,8,1.0,48.0,0.6,41,30,3,42,29,25,1.46,0,0,0,0,214,841,0.233,13,2,1,4,1,3,0,2021,3100.0,-0.11,6350.0,3.0,4.438151658767772,980,94.1426109435588,9,0.0,0.7636363636363637,1.4,3.767,15.183666666666666,-0.3548387096774194,5.4375,0,0,0.0,19.626168224299064,14.018691588785046,7.875,7.6875,17.520833333333332,5.607476635514018,0.0
15,김기중,한화,4.7,15,2,4,0,0,0.333,53.0,0.6,63,36,4,36,32,28,1.84,0,0,1,0,260,1040,0.294,10,1,2,4,2,0,2,2021,3000.0,0.38,3900.0,1.0,4.438151658767772,980,92.5401835232429,1,0.0666666666666666,2.4,1.0,3.767,20.125490566037737,1.2666666666666666,5.433962264150943,0,0,0.0666666666666666,13.846153846153847,13.846153846153847,6.113207547169811,10.69811320754717,19.62264150943396,0.0,0.9333333333333333
16,김종수,한화,4.82,49,1,1,0,6,0.5,46.0,0.6,34,32,3,38,29,25,1.41,0,0,0,0,208,925,0.202,10,0,1,4,0,2,0,2021,6100.0,-0.11,7900.0,1.0,4.438151658767772,980,90.23627853926176,9,0.0,0.7755102040816326,1.1875,3.767,14.006130434782609,-0.180327868852459,5.673913043478261,0,1,0.0,18.269230769230766,15.384615384615385,7.434782608695652,6.652173913043478,20.108695652173914,2.8846153846153815,0.0
18,김범수,한화,5.22,56,4,9,1,9,0.308,70.0,0.6,68,42,2,70,44,41,1.56,0,0,0,5,319,1337,0.253,11,2,2,4,1,8,1,2021,6500.0,0.5,9680.0,4.0,4.438151658767772,980,83.32162117993136,7,0.0,1.25,1.6666666666666667,3.767,16.281285714285715,0.7692307692307693,5.657142857142857,1,1,0.0,21.9435736677116,13.166144200626958,9.0,8.742857142857142,19.1,8.777429467084643,0.0
21,정우람,한화,5.64,50,1,4,15,1,0.2,44.0,0.6,47,20,5,32,29,28,1.5,0,0,0,5,199,817,0.28,5,0,4,2,2,0,0,2021,80000.0,-0.4,80000.0,3.0,4.438151658767772,980,77.11681960270244,18,0.0,0.64,1.6,3.767,17.903363636363636,-0.05,5.931818181818182,3,3,0.0,16.08040201005025,10.050251256281408,6.545454545454546,9.613636363636363,18.568181818181817,6.030150753768842,0.0
24,장시환,한화,7.04,19,0,11,0,1,0.0,69.0,87.0,4,48,6,47,62,54,1.96,1,0,1,0,342,1329,0.306,12,1,1,3,2,7,0,2021,15400.0,-0.34,21000.0,4.0,4.438151658767772,980,61.78108843171047,15,0.0526315789473684,2.473684210526316,0.9791666666666666,3.767,5.506130434782609,-0.2207792207792208,8.08695652173913,2,2,0.0526315789473684,13.742690058479532,14.035087719298245,6.130434782608696,0.5217391304347826,19.26086956521739,-0.2923976608187129,0.9473684210526316
4,정해영,KIA,2.2,64,5,4,34,0,0.556,65.0,0.3,49,28,4,49,18,16,1.18,0,0,0,4,272,1094,0.21,10,0,4,3,1,1,0,2021,7000.0,2.56,17000.0,1.0,4.438151658767772,999,201.5324321413184,2,0.0,0.765625,1.75,3.767,13.53623076923077,3.6571428571428575,2.4923076923076923,2,1,0.0,18.014705882352942,10.294117647058822,6.7846153846153845,6.7846153846153845,16.83076923076923,7.7205882352941195,0.0
6,장현식,KIA,3.29,69,1,5,1,34,0.167,76.0,0.6,67,42,3,80,28,28,1.42,0,0,0,5,336,1307,0.238,7,1,7,2,1,8,0,2021,10500.0,2.43,20000.0,4.0,4.438151658767772,999,134.76332848355636,9,0.0,1.1594202898550725,1.9047619047619049,3.767,14.89857894736842,2.3142857142857145,3.31578947368421,2,1,0.0,23.809523809523807,12.5,9.473684210526315,7.934210526315789,17.19736842105263,11.309523809523807,0.0
11,이의리,KIA,3.61,19,4,5,0,0,0.444,94.0,0.6,69,56,2,93,42,38,1.32,0,0,4,0,404,1643,0.204,11,0,4,4,0,5,0,2021,3000.0,2.8,9000.0,4.0,4.438151658767772,999,122.81754867337962,1,0.2105263157894736,4.894736842105263,1.6607142857142858,3.767,13.181893617021275,9.333333333333334,4.0212765957446805,1,0,0.8421052631578944,23.01980198019802,13.861386138613863,8.904255319148936,6.6063829787234045,17.47872340425532,9.158415841584159,3.1578947368421058
12,김재열,KIA,3.86,24,1,0,0,0,1.0,32.0,0.6,28,18,4,18,18,14,1.41,0,0,0,0,152,568,0.231,4,0,5,4,0,1,2,2021,3200.0,0.25,3900.0,3.0,4.438151658767772,999,114.86304422562188,8,0.0,0.75,1.0,3.767,16.0795,0.78125,5.0625,0,0,0.0,11.842105263157894,11.842105263157894,5.0625,7.875,17.75,0.0,0.0
13,윤중현,KIA,3.92,30,5,6,0,2,0.455,82.0,0.6,91,31,14,33,44,36,1.48,0,0,1,0,373,1415,0.284,7,1,3,5,0,2,0,2021,3000.0,1.42,6500.0,4.0,4.438151658767772,999,113.10493640584195,4,0.0333333333333333,1.1,1.064516129032258,3.767,19.03529268292683,4.733333333333333,4.829268292682928,0,0,0.0333333333333333,8.847184986595174,8.310991957104557,3.6219512195121952,9.987804878048781,17.25609756097561,0.536193029490617,0.9666666666666667
15,홍상삼,KIA,4.75,49,4,1,0,12,0.8,36.0,33.0,6,19,3,33,19,19,1.44,0,0,0,0,160,606,0.248,9,0,1,4,2,4,0,2021,9000.0,-0.13,10000.0,3.0,4.438151658767772,999,93.34133699176851,14,0.0,0.673469387755102,1.736842105263158,3.767,5.933666666666666,-0.1444444444444444,4.75,1,1,0.0,20.625,11.875,8.25,1.5,16.833333333333332,8.75,0.0
16,임기영,KIA,4.88,28,8,8,0,0,0.5,153.0,155.0,15,45,11,129,85,83,1.31,0,0,13,0,662,2522,0.262,29,1,6,8,0,6,2,2021,10000.0,3.27,14000.0,0.0,4.438151658767772,999,90.8547849817419,10,0.4642857142857143,4.607142857142857,2.8666666666666667,3.767,4.453274509803921,3.27,5.0,1,1,6.035714285714286,19.486404833836858,6.797583081570997,7.588235294117647,0.8823529411764706,16.483660130718953,12.68882175226586,6.964285714285714
19,이준영,KIA,5.55,50,3,2,1,9,0.6,35.0,0.6,30,19,0,26,25,22,1.37,0,0,0,1,159,645,0.221,5,0,2,2,1,3,0,2021,6000.0,-0.01,6700.0,3.0,4.438151658767772,999,79.8867298578199,7,0.0,0.52,1.368421052631579,3.767,15.052714285714286,-0.0166666666666666,6.428571428571429,0,1,0.0,16.352201257861633,11.949685534591195,6.685714285714286,7.7142857142857135,18.428571428571427,4.402515723270438,0.0
21,박준표,KIA,5.91,32,2,4,0,4,0.333,32.0,42.0,3,17,9,18,24,21,1.84,0,0,0,2,158,571,0.326,9,1,2,1,0,0,0,2021,16000.0,-0.17,12500.0,3.0,4.438151658767772,999,75.02053311521158,9,0.0,0.5625,1.0588235294117647,3.767,6.29825,-0.10625,6.75,1,2,0.0,11.39240506329114,10.759493670886076,5.0625,0.84375,17.84375,0.6329113924050631,0.0
22,박진태,KIA,5.95,59,3,3,0,9,0.5,65.0,68.0,6,36,13,45,44,43,1.6,0,0,0,0,305,1261,0.272,10,0,2,4,0,5,0,2021,5000.0,0.0,6000.0,4.0,4.438151658767772,999,74.51619339678999,5,0.0,0.7627118644067796,1.25,3.767,5.843923076923077,0.0,6.092307692307693,0,1,0.0,14.754098360655737,11.80327868852459,6.230769230769231,0.8307692307692308,19.4,2.9508196721311464,0.0
23,서덕원,KIA,7.44,24,1,0,0,1,1.0,32.0,0.6,36,14,0,24,28,27,1.53,0,0,0,0,148,620,0.277,8,1,2,2,0,5,0,2021,3100.0,-0.33,3600.0,3.0,4.438151658767772,999,59.59292348264791,6,0.0,1.0,1.7142857142857142,3.767,18.2045,-1.0645161290322582,7.875,0,0,0.0,16.216216216216218,9.45945945945946,6.75,10.125,19.375,6.756756756756758,0.0
3,박시영,KT,2.4,48,3,3,0,12,0.5,45.0,30.0,4,15,1,51,16,12,1.0,0,0,0,2,180,683,0.189,2,0,1,4,2,5,0,2021,6800.0,1.05,12000.0,3.0,4.438151658767772,1024,189.36113744075828,14,0.0,1.0625,3.4,3.767,3.722555555555556,1.5441176470588236,3.2,1,1,0.0,28.333333333333332,8.333333333333332,10.2,0.8,15.177777777777777,20.0,0.0
4,김재윤,KT,2.42,65,4,3,32,0,0.571,67.0,57.0,5,24,0,64,19,18,1.21,0,0,0,5,275,1071,0.232,8,0,1,4,4,2,0,2021,17000.0,2.25,28000.0,1.0,4.438151658767772,1024,187.7961693627355,13,0.0,0.9846153846153848,2.6666666666666665,3.767,3.9013283582089553,1.3235294117647058,2.5522388059701493,3,2,0.0,23.272727272727273,8.727272727272728,8.597014925373134,0.6716417910447761,15.985074626865671,14.545454545454545,0.0
7,심재민,KT,2.89,28,0,1,0,1,0.0,46.0,0.6,41,11,0,35,15,15,1.11,0,0,0,0,189,744,0.234,4,0,1,2,1,0,0,2021,6300.0,1.13,8200.0,3.0,4.438151658767772,1024,157.25492382623523,8,0.0,1.25,3.1818181818181817,3.767,14.549608695652172,1.7936507936507935,2.9347826086956523,1,1,0.0,18.51851851851852,5.82010582010582,6.847826086956522,8.021739130434781,16.17391304347826,12.6984126984127,0.0
8,고영표,KT,2.92,26,11,6,0,1,0.647,166.0,0.6,147,27,14,130,59,54,1.04,1,1,21,0,664,2411,0.238,20,2,2,4,1,1,0,2021,12000.0,5.65,30000.0,0.0,4.438151658767772,1024,155.63929104719858,8,0.8076923076923077,5.0,4.814814814814815,3.767,14.453746987951806,4.708333333333334,3.1987951807228914,3,2,16.961538461538463,19.57831325301205,4.066265060240964,7.048192771084337,7.96987951807229,14.524096385542169,15.512048192771084,4.0384615384615365
9,김민수,KT,2.95,56,4,2,0,11,0.667,58.0,56.0,2,24,3,55,25,19,1.38,0,0,0,2,253,924,0.256,8,1,4,3,3,3,1,2021,7000.0,0.89,11500.0,1.0,4.438151658767772,1024,154.05651859587115,7,0.0,0.9821428571428572,2.2916666666666665,3.767,3.715275862068965,1.2714285714285714,3.879310344827586,1,1,0.0,21.73913043478261,9.486166007905137,8.53448275862069,0.3103448275862069,15.931034482758621,12.252964426877472,0.0
10,주권,KT,3.31,62,3,4,0,27,0.429,49.0,48.0,3,19,1,19,19,18,1.37,0,0,0,4,208,733,0.264,7,1,5,1,2,1,0,2021,25000.0,1.22,29500.0,3.0,4.438151658767772,1024,137.3011268452628,7,0.0,0.3064516129032258,1.0,3.767,5.011897959183673,0.488,3.4897959183673466,3,3,0.0,9.134615384615383,9.134615384615383,3.4897959183673466,0.5510204081632653,14.959183673469388,0.0,0.0
12,데스파이네,KT,3.39,33,13,10,0,0,0.565,188.0,0.6,175,78,7,165,81,71,1.34,0,0,21,0,819,3405,0.243,30,3,11,3,0,15,0,2021,50000.0,5.24,70000.0,0.0,4.438151658767772,1024,134.0609822589439,17,0.6363636363636364,5.0,2.1153846153846154,3.767,15.469127659574468,1.048,3.877659574468085,3,3,13.363636363636363,20.146520146520146,9.523809523809524,7.898936170212766,8.377659574468085,18.111702127659573,10.622710622710622,7.636363636363637
14,배제성,KT,3.68,26,9,10,0,0,0.474,141.0,0.6,126,82,1,136,67,58,1.47,0,0,12,0,621,2436,0.239,27,1,4,7,1,9,0,2021,17000.0,3.55,27000.0,0.0,4.438151658767772,1024,123.49639398310325,7,0.4615384615384615,5.230769230769231,1.6585365853658536,3.767,15.220900709219858,2.0882352941176467,4.276595744680852,3,2,5.538461538461538,21.900161030595815,13.20450885668277,8.680851063829786,8.042553191489361,17.27659574468085,8.695652173913045,6.461538461538462
15,안영명,KT,4.08,35,0,1,0,4,0.0,35.0,0.3,24,11,1,32,17,16,0.99,0,0,0,0,145,557,0.192,3,0,4,4,0,0,0,2021,7000.0,0.66,8500.0,3.0,4.438151658767772,1024,111.38890437691664,19,0.0,0.9142857142857144,2.909090909090909,3.767,11.881285714285712,0.9428571428571428,4.371428571428571,1,1,0.0,22.06896551724138,7.586206896551724,8.228571428571428,6.171428571428572,15.914285714285715,14.482758620689657,0.0
16,엄상백,KT,4.1,10,4,1,0,0,0.8,52.0,0.6,41,28,3,45,24,24,1.31,0,0,3,0,228,911,0.21,10,0,1,1,0,0,0,2021,5000.0,1.34,8000.0,1.0,4.438151658767772,1024,110.84554386776097,7,0.3,4.5,1.6071428571428572,3.767,14.074692307692308,2.68,4.153846153846154,0,1,0.8999999999999999,19.736842105263158,12.280701754385964,7.788461538461538,7.096153846153846,17.51923076923077,7.4561403508771935,2.1
17,쿠에바스,KT,4.12,23,9,5,0,0,0.643,133.0,0.3,131,51,3,137,68,61,1.37,1,1,11,0,580,2191,0.254,21,3,6,4,0,6,0,2021,50000.0,2.52,80000.0,2.0,4.438151658767772,1024,110.30745870335434,14,0.4782608695652174,5.956521739130435,2.6862745098039214,3.767,15.729406015037592,0.504,4.601503759398496,3,3,5.260869565217392,23.620689655172413,8.793103448275861,9.270676691729323,8.864661654135338,16.473684210526315,14.827586206896552,5.739130434782608
18,소형준,KT,4.16,24,7,7,0,0,0.5,119.0,123.0,6,51,4,85,67,55,1.46,0,0,8,0,521,2097,0.268,17,0,2,5,1,5,0,2021,14000.0,2.1,20000.0,2.0,4.438151658767772,1024,109.24681006197594,2,0.3333333333333333,3.5416666666666665,1.6666666666666667,3.767,4.3804453781512604,1.5000000000000002,5.067226890756302,2,2,2.6666666666666665,16.314779270633398,9.788867562380037,6.428571428571429,0.453781512605042,17.6218487394958,6.525911708253361,5.333333333333334
4,요키시,키움,2.93,31,16,9,0,0,0.64,181.0,0.3,171,46,4,131,71,59,1.2,0,0,17,0,739,2840,0.252,24,0,7,4,2,9,0,2021,75000.0,5.58,90000.0,0.0,4.438151658767772,976,147.8374067903531,12,0.5483870967741935,4.225806451612903,2.847826086956522,3.767,15.429983425414363,0.7440000000000001,3.5303867403314917,3,3,9.32258064516129,17.726657645466847,6.2246278755074425,6.513812154696133,8.502762430939226,15.69060773480663,11.502029769959405,7.67741935483871
7,김태훈,키움,3.22,66,4,2,11,15,0.667,64.0,0.3,60,33,1,52,26,23,1.45,0,0,0,5,282,1100,0.249,10,0,2,5,2,3,1,2021,10000.0,1.06,19000.0,1.0,4.438151658767772,976,134.5228577315946,10,0.0,0.7878787878787878,1.5757575757575757,3.767,15.92325,1.06,3.65625,2,1,0.0,18.439716312056735,11.702127659574469,7.3125,8.4375,17.1875,6.737588652482266,0.0
8,안우진,키움,3.26,21,8,8,0,0,0.5,107.0,0.6,88,41,7,110,47,39,1.2,0,0,8,0,450,1867,0.22,15,1,2,0,1,5,1,2021,9000.0,2.73,15000.0,2.0,4.438151658767772,976,132.872270520164,4,0.3809523809523809,5.238095238095238,2.682926829268293,3.767,13.748308411214952,3.0333333333333337,3.953271028037383,2,1,3.047619047619047,24.444444444444443,9.11111111111111,9.252336448598129,7.401869158878505,17.44859813084112,15.333333333333332,4.9523809523809526
9,김성민,키움,3.28,47,2,3,1,11,0.4,46.0,0.6,43,35,6,36,21,17,1.67,0,0,0,4,218,886,0.251,7,0,4,2,2,1,0,2021,6000.0,0.47,9000.0,1.0,4.438151658767772,976,132.06207374869956,5,0.0,0.7659574468085106,1.0285714285714285,3.767,17.02786956521739,0.7833333333333333,4.108695652173913,1,1,0.0,16.51376146788991,16.055045871559635,7.043478260869565,8.41304347826087,19.26086956521739,0.4587155963302756,0.0
11,김재웅,키움,3.54,51,0,1,1,11,0.0,53.0,0.3,49,33,1,47,24,21,1.54,0,0,0,0,243,1015,0.239,2,0,2,2,3,2,0,2021,5200.0,0.76,10400.0,1.0,4.438151658767772,976,122.36259940557474,5,0.0,0.9215686274509804,1.4242424242424243,3.767,15.936811320754716,1.4615384615384617,4.0754716981132075,1,1,0.0,19.34156378600823,13.580246913580247,7.981132075471699,8.320754716981131,19.150943396226417,5.761316872427983,0.0
12,한현희,키움,3.89,18,6,2,0,1,0.75,85.0,0.6,86,30,6,61,42,37,1.35,0,0,5,0,372,1400,0.257,20,0,1,1,0,3,0,2021,29000.0,1.93,25000.0,4.0,4.438151658767772,976,111.35311102718111,10,0.2777777777777778,3.388888888888889,2.033333333333333,3.767,16.755235294117647,0.6655172413793103,4.447058823529412,2,3,1.3888888888888888,16.397849462365592,8.064516129032258,6.458823529411765,9.105882352941176,16.470588235294116,8.333333333333334,3.611111111111111
13,정찬헌,키움,4.01,23,9,5,0,0,0.643,114.0,0.3,133,27,6,59,55,51,1.4,1,1,11,0,497,1858,0.29,23,2,3,3,0,3,0,2021,20000.0,2.13,28000.0,2.0,4.438151658767772,976,108.020848353051,14,0.4782608695652174,2.565217391304348,2.185185185185185,3.767,18.767,1.065,4.342105263157895,3,2,5.260869565217392,11.87122736418511,5.432595573440644,4.657894736842106,10.5,16.29824561403509,6.4386317907444655,5.739130434782608
15,최원태,키움,4.58,28,9,11,0,0,0.45,143.0,0.3,163,53,10,93,89,73,1.51,0,0,11,0,643,2423,0.287,21,3,7,5,2,3,0,2021,29000.0,1.51,31000.0,0.0,4.438151658767772,976,94.57720565409052,7,0.3928571428571428,3.321428571428572,1.7547169811320755,3.767,18.60616083916084,0.5206896551724137,5.601398601398602,3,3,4.321428571428571,14.463452566096425,8.242612752721618,5.8531468531468525,10.258741258741258,16.944055944055943,6.220839813374807,6.678571428571429
16,양현,키움,4.69,45,1,2,0,5,0.333,48.0,59.0,3,26,1,22,31,25,1.77,0,0,0,0,225,887,0.312,11,0,4,5,4,1,0,2021,12000.0,-0.13,10000.0,1.0,4.438151658767772,976,92.35897695005,11,0.0,0.4888888888888889,0.8461538461538461,3.767,5.350333333333333,-0.1083333333333333,5.8125,1,2,0.0,9.777777777777779,11.555555555555555,4.125,0.5625,18.479166666666668,-1.7777777777777768,0.0
18,김동혁,키움,5.05,40,0,5,1,0,0.0,82.0,89.0,5,34,14,30,51,46,1.5,0,0,1,0,367,1331,0.29,21,0,6,6,4,0,1,2021,3000.0,0.44,6000.0,4.0,4.438151658767772,976,85.77497067242268,2,0.025,0.75,0.8823529411764706,3.767,5.584073170731707,1.4666666666666666,5.597560975609756,0,0,0.025,8.174386920980927,9.264305177111716,3.292682926829268,0.5487804878048781,16.23170731707317,-1.0899182561307885,0.975
19,김성진,키움,5.18,46,1,3,0,2,0.25,41.0,0.6,40,23,0,31,30,24,1.51,0,0,0,2,188,707,0.258,13,0,5,5,2,3,0,2021,3000.0,-0.22,5000.0,3.0,4.438151658767772,976,83.62231696828853,1,0.0,0.6739130434782609,1.3478260869565215,3.767,16.620658536585367,-0.7333333333333333,6.585365853658536,0,0,0.0,16.48936170212766,12.23404255319149,6.804878048780488,8.78048780487805,17.24390243902439,4.25531914893617,0.0
